dataResourceName,merit/biocollect,digi_vol,citizen_science,non_cs,Scientific,Commercial,Government,Indigenous,Mixed source dataset,"Collection managed (Museum, Herbarium...) ?",Data in Biocache,International,NRM,Data Biocache,CS type
Lower Hunter Flood Disaster Recovery Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Lower Hunter Flood Disaster Recovery Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Lowland Rainforest of Subtropical Australia Restoration,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
LTB AVH data,N,N,N,N,N,N,N,N,N,Y,Y,N,N,7809,NA
Lunar and Planetary Mapping and Modeling Project,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
Lurg Hills - Biodiversity and Threatened Species Rescue - People Power in Action,N,N,Y,N,N,N,N,N,N,N,N,N,Y,0,NA
Mackay Region Beach Preservation and Restoration - Part 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mackay Region Beach Preservation and Restoration - Part 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mackay Region Beach Preservation and Restoration - Part 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mackay Region Riparian Restoration - Part 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mackay Region Riparian Restoration - Part 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mackay Region Riparian Restoration - Part 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mackay Region Riparian Restoration - Part 4,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mackay Region Riparian Restoration - Part 5,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Macleay Valley - Sustainable Grazing Practices and Winter Dung Beetle Trial,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Macquarie Island Fur Seal Database,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,5771,NA
Macquarie University Biodiversity and Conservation Student Observations,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,202,NA
"Macroalgal coverage from video surveys of long spined sea urchin (Centrostephanus rodgersii) barrens habitat, eastern Tasmania, Australia (2001-2002)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,285330,NA
Magpie Mapper,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,assisted CS
Maintaining and Increasing Aboriginal participation in NRM in the Condamine,N,N,N,N,N,N,N,Y,N,N,N,N,Y,0,NA
Maintenance of Key National Park Areas in the Latrobe Valley area.,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Making Connections: Nillumbik Habitat Corridors Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Making Wongaloo Wonderful Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mala Breeding Facility,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Maleny Community Precinct Restoration and Community Access Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
MammalMAP,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,0,assisted CS
Mammals on Australian Islands,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,430,NA
"Managing fire to protect biodiversity, carbon and build resilient landscapes",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Managing weed threats from bushland reserves and coastal habitats in Noosa LGA.,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Manam-gurrilma - Be Strong,N,N,N,N,N,N,N,Y,N,N,N,N,NA,0,NA
Manangatang Landcare Community - Combating Soil Salinity,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Mangroves of the Northern Territory, 1:100,000, Australia (1996)",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,46736,NA
MangroveWatch,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,2147,NA
MangroveWatch,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,1468,NA
Manning & Great Lakes - NSW Waterwatch,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,810,structured CS
Manpower Green Army Quarterly Reporting,N,N,Y,N,N,N,N,N,N,N,N,N,Y,0,NA
Manpower Green Army Quarterly Reporting,N,N,Y,N,N,N,N,N,N,N,N,N,Y,0,NA
Manpower Green Army Reporting,N,N,Y,N,N,N,N,N,N,N,N,N,Y,0,NA
Mapimbat tedul proujek: Indigenous knowledge of freshwater turtle species occurrence in the South East Arnhem Land Indigenous Protected Area,N,N,N,N,N,N,N,Y,N,N,Y,N,N,753,NA
Marblar,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Mareeba Tropical Savanna and Wetland Reserve - Fencing for Sustainable Grazing,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Margaret River Primary School: Flora and Fauna Assessment,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Maria River Habitat Recovery Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Maribyrnong River and Stony Creek Habitat Restoration Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Maribyrnong River Rehabilitation Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Marine Algae of Australia,N,N,N,Y,N,N,Y,N,N,N,N,N,N,0,NA
"Marine Commercial Fish Survey (FV Kapala, FV Trader Horn, FV Shelley, FV Kirrawa, FV May Bell) in the East and South East Australian Region from 1975 to 2008",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,103373,NA
Marine Education Society of Australasia,N,N,Y,N,N,N,N,N,N,N,Y,N,N,67,structured CS
"Marine fauna sightings within Australian marine parks during surveys by the company BMT, Western Australia (2019)",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,22,NA
"Marine fauna survey of the Vestfold Hills and Rauer Island, 1981-82",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,366,NA
Marine Life Society of South Australia,N,N,N,N,N,N,N,N,Y,N,Y,N,N,312,NA
"Marine Microbes from RV Southern Surveyor voyage SS2010_V09, Australia (2010)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,31391,NA
Marine Molluscs of Tasmania,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,32311,NA
"Marine Turtle Nesting Locations, Queensland and Northern Territory coastlines, Australia 1915-2012",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,5423,NA
Marlak Niran - Returning Country to Bushland - Our Journey Continues,N,N,N,N,N,N,N,Y,N,N,N,N,Y,0,NA
"Marrickville Council, Tempe Birdos",N,N,Y,N,N,N,N,N,N,N,Y,N,N,686,structured CS
Martin Butterfield Mallacoota Observations,N,N,Y,N,N,N,N,N,N,N,Y,N,N,442,"unassisted cs, personal obs"
"Mary River and Tributaries Rehabilitation, building on past, working to the future",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Mary River bank rehabilitation, building on past, working to the future stage 2",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Maryvalley station natural and cultural management program - Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Massachusetts Audubon American Kestrel Monitoring Project,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,NA
Massachusetts Audubon Oriole Project,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,NA
Massachusetts Audubon Owls Project,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,NA
Massachusetts Audubon Whip-poor-will Project,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,NA
Maximising fish detection with eDNA metabarcoding,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,294,NA
McCallums Creek - Skilling up Fox Fighters,N,N,Y,N,N,N,N,N,N,N,N,N,Y,0,NA
MDFRC macroinvertebrate survey,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,87901,NA
Meander Valley Tasmanian Wilderness Natural Resource Management - Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Meander Valley Tasmanian Wilderness Natural Resource Management - Stage 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Meander Valley Tasmanian Wilderness Natural Resource Management - Stage 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
MEL AVH data,N,N,N,N,N,N,N,N,N,Y,Y,N,N,1000484,NA
Melaleuca Wetlands - Promoting Ramsar Environmental and Cultural Values,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Melbourne Water Frog Census,N,N,Y,N,N,N,N,N,N,N,Y,N,N,12233,structured CS
melu_avh,N,N,N,N,N,N,N,N,N,Y,Y,N,N,29215,NA
Menangle Fox Campaign Spring 2016 Site 32,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Menangle Fox Campaign Spring 2016 Site 33,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Menangle Fox Campaign Spring 2016 Site 34,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Metallesthes specimens inspected and supporting information published in Metallesthes revision,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,1006,NA
Miami Lizard Watch,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
Michael Barkla's Observations,N,N,Y,N,N,N,N,N,N,N,Y,N,N,158,"unassisted cs, personal obs"
Microalgal Biodiversity at Antarctica 2001/04,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,15,NA
Microbial Inheritance in Seeds,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,0,NA
MICROBIS database (CoML),N,N,N,Y,Y,N,N,N,N,N,N,NA,N,0,NA
MicroBlitz (Western Australia),N,N,Y,N,N,N,N,N,N,N,N,N,N,0,assisted citizen science
Mid West Estuaries - Creating Corridors for Wildlife,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mid West Estuaries - Creating Corridors for Wildlife - Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mid West Estuaries - Creating Corridors for Wildlife - Project 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mid West Estuaries - Creating Corridors for Wildlife - Project 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mid-Brisbane River restoration project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Middle Swan River Catchment Restoration and Rehabilitation Program,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Mid-Lachlan Lakes, Woodlands & Cultural Heritage Restoration Project",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Midwinter Bald Eagle Survey,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
Mid-Winter Bald Eagle Survey,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
Milwaukee Public Museum- Bees Expedition 1,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,950,NA
Milwaukee Public Museum Bees Expedition 2,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,723,NA
Milwaukee Public Museum Crayfish Expedition 1,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,134,NA
Milwaukee Public Museum Crayfish Expedition 2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Milwaukee Public Museum Crayfish Expedition 3,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,497,NA
Milwaukee Public Museum Crayfish Expedition 4,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,497,NA
Milwaukee Public Museum Crayfish Expedition 5,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,327,NA
Milwaukee Public Museum Crayfish Expedition 6,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,112,NA
Mimosa Rocks BioBlitz 2014,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,assisted citizen science
Mingenew Irwin Group - Anameka Saltbush Trial,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mitten CrabWATCH,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,0,assisted citizen science
Moama Coral Cactus Control,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
MoGO,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Molong Boree Mandagery Creeks Belubula River Riparian Restoration,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Molonglo Conservation Group - Upper Murrumbidgee Waterwatch,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,3196,NA
Mona Vale Headland & Dunes Littoral & Coastal Rehabilitation,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Monbulk Landscape Protection Program,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Monitoring an Invasive Seaweed,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Monitoring effects of fox control on Malleefowl in the Mantung Maggea area,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Monitoring of humpback whales in the Pender Bay, Kimberley region, Western Australia, Australia (2009 - 2012)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,7036,NA
Moonee Ponds Creek Co-ordination Committee,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Moonee Ponds Creek Rehabilitation Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Moree Water Park Nature Refuge,N,N,N,Y,Y,N,N,N,N,N,N,N,N,0,NA
Morialta BioBlitz 2015,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Mornington Peninsula Green Army Project,N,N,Y,N,N,N,N,N,N,N,N,N,Y,0,NA
Morphbank,N,N,N,Y,Y,N,N,N,N,N,N,N,N,0,NA
Morphological Responses of Abatus heart urchins to Sewage Contamination at Davis Station 2012/13,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,723,NA
Moss sampling in the Windmill Islands and the Vestfold Hills,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,425,NA
"Moss species from Heard Island, 1987 and 2000",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,316,NA
Mossman Gorge Hiptage Vine control project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mother of Millions Pinnacle Infestation,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mount Barney National Park and Surrounds - Revegetation and Rehabilitation - Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mount Basalt Regeneration - Millmerran Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mount Brown Western Foothills South Australia - Boxthorn Control in Creek Lines,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mt Barney National Park and Surrounds - Revegetation and Rehabilitation - Stage 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mt Buffalo Field Naturalist Group,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Mt Eliza Coastal Walk and Indigenous Vegetation Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mt Eliza Linear Reserves and Access and Fuel Management Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mt Evelyn - Quinn Reserve and Mt Evelyn Aqueduct Protection Programme,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mt Grandchester Conservation Estate,N,N,N,Y,Y,N,N,N,N,N,N,N,N,0,NA
Mt Laura Conservation Reserve Preservation,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mt Worth Biolink - Connecting the Mt Worth State Park to Surrounding Farmland,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mulbring birds,N,N,Y,N,N,N,N,N,N,N,Y,N,N,48,"unassisted CS, personal obs"
Mulgoa project - Cumberland,N,N,N,Y,Y,N,N,N,N,N,N,N,N,0,NA
Mulligans Flat Woodlands Sanctuary - Reintroducing Endangered Bush Stone-curlews,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mulloon Catchment Bell Frog Habitat Recreation Project: Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mulloon’s habitat restoration for threatened species - Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Mulloons habitat restoration for threatened species,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Murray Catchment Conservation Estate,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Murray River Girramay Country Waterway, Cultural and Habitat Restoration Stage 1",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Murray River Girramay Country Waterway, Cultural and Habitat Restoration Stage 2",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Murray River Girramay Country Waterway, Cultural and Habitat Restoration Stage 3",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Murray-Darling Basin fish monitoring survey,N,N,N,N,N,N,N,N,Y,N,Y,N,N,3031,NA
Murray-Darling Basin waterbird survey,N,N,N,N,N,N,N,N,Y,N,Y,N,N,3008,NA
Murrumbidgee Field Naturalists,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Muru Mittigar Ngara - Wianamatta African Love Grass Native Seed Program,N,N,N,N,N,N,N,Y,N,N,N,N,Y,0,NA
Museums Victoria provider for OZCAM,N,N,N,N,N,N,N,N,N,Y,Y,N,N,993853,NA
Mussel Monitoring Program of Wisconsin,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,NA
"Mycology Collection Catalogue, Royal North Shore Hospital",N,N,N,N,N,N,N,N,N,Y,Y,N,N,1691,NA
Myrtleford Landcare Nest Box monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Mystaya,Y,N,N,N,N,N,N,N,N,N,Y,N,N,10,NA
Nahant Coastal Bioblitz,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
Name that Country!,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Nangkita Wetlands - Rehabilitation of an Ecosystem,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"NASA Ames Space Settlement Contest",N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
"NASA Top Stars",N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
"NASA Wavelength",N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
National Biological Farming Conference/Expo in 2015 - International Year of Soil,N,N,Y,N,N,N,N,N,N,N,N,N,Y,0,NA
National Geographic Field Expedition: Valley of the Khans,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,0,NA
National Geographic's Giant Map of Colorado,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
National Institute of Invasive Species Science,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,0,NA
National Landcare Network – Maximising Value from Investment in Community Landcare Networks,N,N,Y,N,N,N,N,N,N,N,N,N,Y,0,NA
National Park Reserves Restoration and Conservation of Vegetation Communities,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
National Parks Association of NSW Great Koala Count,N,N,Y,N,N,N,N,N,N,N,Y,N,N,2813,structured CS
"National Waterbirds Survey, Northern Territory, Australia (2008)",N,N,N,N,N,N,N,N,Y,N,Y,N,N,2238,NA
National Whale and Dolphin Sightings and Strandings Database,N,N,N,N,N,N,N,N,Y,N,Y,N,N,2176,NA
Native Australian millipedes in Tasmania,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,7865,NA
Native Seed Market Garden,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Native vegetation restoration works in the Coorong District Council,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Natives from Beyond the Eden Region,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Natural Area Restoration / Rehabilitation Project - Central Shoalhaven,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Natural Area Restoration and Clean-Up Mid Brisbane River and associated areas,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Natural Disaster Recovery at Mt Archer through Cleanup and Revegetation,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Natural Disaster Yarra Ranges,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Natural Diversity Recovery Catchments - Invertebrates,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,37,NA
Nature Diary of F. L. Berney 1898-1904,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Nature Diary of F. L. Berney 1915,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Nature Diary of F. L. Berney 1916,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Nature Diary of F. L. Berney 1917,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Nature Diary of F. L. Berney 1919-1922,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
NatureMap Calcrete Survey,N,N,N,N,N,N,N,N,Y,N,Y,N,N,1575,NA
NatureShare,N,N,Y,N,N,N,N,N,N,N,Y,N,N,36606,assisted CS
NE AVH data,N,N,N,N,N,N,N,N,N,Y,Y,N,N,91845,NA
Neds  Corner Road Sand Extraction Site: Level 1 Flora and Shire of Esperance,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Neighborhood Nestwatch,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,assisted CS
"NERP Marine Biodiversity Hub, Theme 1 - Tasman Fracture Commonwealth Marine Reserve Pilot Study - Lobster Potting Component",Y,N,N,N,N,N,N,N,N,N,Y,N,N,146,NA
NESP 3.1.5 Ecotoxicology of pesticides on the Great Barrier Reef for guideline development and risk assessments,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
NESP 3.1.5 Ecotoxicology of pesticides on the Great Barrier Reef for guideline development and risk assessments,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
NESP 3.1.5 Ecotoxicology of pesticides on the Great Barrier Reef for guideline development and risk assessments,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
NESP 3.1.7 Reducing sediment & nutrient loads to the GBR,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
NESP 3.1.7 Reducing sediment & nutrient loads to the GBR,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
"NESP A9: Grey Nurse Shark tissue sample collection, Australia (2002-2017)",Y,N,N,N,N,N,N,N,N,N,Y,N,N,384,NA
NESP MBH A1 Euryhaline Elasmobranchs Fishing Database,Y,N,N,N,N,N,N,N,N,N,Y,N,N,1345,NA
NESP MBH D1 - Oceanic Shoals opportunistic visual surveys of marine megafauna,Y,N,N,N,N,N,N,N,N,N,Y,N,N,72,NA
NESP Project 1.1 - Developing evidence-based management tools and protocols to reduce impacts of introduced predators on threatened mammals,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
NESP3.1.7 Reducing sediment & nutrient loads to the GBR,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
NESP3.1.7 Reducing sediment & nutrient loads to the GBR,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
NESP3.1.7 Reducing sediment & nutrient loads to the GBR,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
"Nest census, Windmill Islands 2002/03",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,5056,NA
NestCam Expedition Test,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
New England North West - Building Capacity for Sustainability,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
New Horizons Icehunters,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
New South Wales Bird Atlassers,N,N,Y,N,N,N,N,N,N,N,Y,N,N,3381819,structured CS
New Zealand Virtual Herbarium,N,N,N,N,N,N,N,N,N,Y,Y,N,N,1005699,NA
Newhaven Sanctuary observations,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,99,NA
Newman-Roy Hill Transmission Line Survey,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
NextGen Pika Patrol,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
"Ngurrara Rangers R4/P1 - Djugerari Community, WA - Jila site Management at Fitzroy River",N,N,N,N,N,N,N,Y,N,N,N,N,Y,0,NA
Night Cities,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
NIWA freshwater fish,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,81299,NA
NODC WOD01 Plankton Database,N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
Noosa Shire Nature Map,N,N,N,N,N,N,N,N,Y,N,Y,N,N,88,NA
"NORFANZ Biological Survey, Tasman Sea, Australia - New Zealand 2003",N,N,N,N,N,N,N,N,N,Y,Y,N,N,4681,NA
Norfolk Island Invasive Species Month at,N,N,Y,N,N,N,N,N,N,N,N,N,Y,0,NA
North Central Catchment Management Authority: 2013-18 Agriculture,N,N,Y,N,N,N,N,N,N,N,N,N,Y,0,NA
North Coast - NSW Waterwatch,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,2200,NA
North East Dung Beetle Project,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,14352,NA
North East Dung Beetle Project,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,5222,NA
North East Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Victoria - Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Victoria - Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Victoria - Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Victoria - Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
North East Victoria - Nest Box Monitoring,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
"North Marine Region demersal fish and invertebrate collection records (DEW collation), Australia (1980 - 1997)",N,N,N,N,N,N,N,N,N,Y,Y,N,N,51289,NA
"North Marine Region sawfish collection records (DEW collation), Australia (1912 - 2004)",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,232,NA
"North Marine Region sea snake collection records (DEW collation), Australia (1877-2007)",N,N,N,N,N,N,N,N,N,Y,Y,N,N,11023,NA
"North Marine Region sea turtle captures by prawn trawls (DEW collation), Australia (1991-1998)",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,315,NA
"North Marine Region syngnathid collection records (DEW collation), Australia (1980-1998)",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,42,NA
"North Marine Region whaler shark collection records (DEW collation), Australia (1999- 2005)",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,124,NA
North Queensland Eucalypt records - Don Franklin,N,N,Y,N,N,N,N,N,N,N,Y,N,N,4015,"unassisted CS, personal obs"
North Stirlings Pallinup - Improving Soil Health of Sandy Duplex Soils,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
North Stradbroke Island land-based whale watching enrichment project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
North West - NSW Waterwatch,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,256,structured CS
North Western Australia Mesopredators,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,871,NA
Northam - Pithara Road Biological Assessment,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Northam - Pithara Road Threatened and Priority Targeted Flora Survey,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
