correct_name,provided_name,search_term,common_name,state,lga,shape,list_name
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus juglans-regiae,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus iuglans-regiae,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus fernaldi,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus glanduliferus,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Furcaspis juglans-regiae,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Quadraspidiotus fernaldi,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Quadraspidiotus glanduliferus,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus albiventer,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus albus,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus cockerelli,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Quadraspidiotus juglans-regiae,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus pruni,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Diaspidiotus juglans-regiae,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus fernaldi albiventer,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Diaspidiotus juglans-regiae albus,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus juglans-regiae albus,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus fernaldi cockerelli,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Furcaspis juglans-regiae pruni,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Diaspidiotus juglans-regiae pruni,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus juglans-regiae pruni,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus glandulifer,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus iuglans-regiae albus,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus iuglans-regiae pruni,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus juglansregiae,"Diaspidiotus juglansregiae (Comstock, 1881)",Aspidiotus juglandis-regiae,"English Walnut Scale, Walnut Scale",WA,NA,NA,WA_Entomology
Diaspidiotus lenticularis,"Diaspidiotus lenticularis (Lindinger, 1912)",Diaspidiotus lenticularis,Scale,WA,NA,NA,WA_Entomology
Diaspidiotus lenticularis,"Diaspidiotus lenticularis (Lindinger, 1912)",Aspidiotus lenticularis,Scale,WA,NA,NA,WA_Entomology
Diaspidiotus lenticularis,"Diaspidiotus lenticularis (Lindinger, 1912)",Aspidiotus marocanus,Scale,WA,NA,NA,WA_Entomology
Diaspidiotus lenticularis,"Diaspidiotus lenticularis (Lindinger, 1912)",Qiadraspidiotus lenticularis,Scale,WA,NA,NA,WA_Entomology
Diaspidiotus lenticularis,"Diaspidiotus lenticularis (Lindinger, 1912)",Quadraspidiotus lenticularis,Scale,WA,NA,NA,WA_Entomology
Diaspidiotus lenticularis,"Diaspidiotus lenticularis (Lindinger, 1912)",Quadraspidiotus marocanus,Scale,WA,NA,NA,WA_Entomology
Diaspidiotus lenticularis,"Diaspidiotus lenticularis (Lindinger, 1912)",Targionidea lenticularis,Scale,WA,NA,NA,WA_Entomology
Diaspidiotus lenticularis,"Diaspidiotus lenticularis (Lindinger, 1912)",Aspidiotus lenticularis marocanus,Scale,WA,NA,NA,WA_Entomology
Diaspidiotus lepineyi,"Diaspidiotus lepineyi (Balachowsky, 1950)",Diaspidiotus lepineyi,NA,WA,NA,NA,WA_Entomology
Diaspidiotus lepineyi,"Diaspidiotus lepineyi (Balachowsky, 1950)",Quadraspidiotus lepineyi,NA,WA,NA,NA,WA_Entomology
Diaspidiotus mairei,"Diaspidiotus mairei (Balachowsky, 1928)",Diaspidiotus mairei,NA,WA,NA,NA,WA_Entomology
Diaspidiotus mairei,"Diaspidiotus mairei (Balachowsky, 1928)",Aspidiotus mairei,NA,WA,NA,NA,WA_Entomology
Diaspidiotus mairei,"Diaspidiotus mairei (Balachowsky, 1928)",Hemiberlesea mairei,NA,WA,NA,NA,WA_Entomology
Diaspidiotus mairei,"Diaspidiotus mairei (Balachowsky, 1928)",Hemiberlesia mairei,NA,WA,NA,NA,WA_Entomology
Diaspidiotus mairei,"Diaspidiotus mairei (Balachowsky, 1928)",Hemiberlesia regnieri,NA,WA,NA,NA,WA_Entomology
Diaspidiotus mairei,"Diaspidiotus mairei (Balachowsky, 1928)",Quadraspidiotus mairei,NA,WA,NA,NA,WA_Entomology
Diaspidiotus mairei,"Diaspidiotus mairei (Balachowsky, 1928)",Targionia regnieri,NA,WA,NA,NA,WA_Entomology
Diaspidiotus ostreaeformis,"Diaspidiotus ostreaeformis (Curtis, 1843)",Diaspidiotus ostreaeformis,"Oystershell Scale, Pear Oyster Scale, European Fruit Scale, Yellow Plum Scale",WA,NA,NA,WA_Entomology
Diaspidiotus ostreaeformis,"Diaspidiotus ostreaeformis (Curtis, 1843)",Aspidiotus ostreaeformis,"Oystershell Scale, Pear Oyster Scale, European Fruit Scale, Yellow Plum Scale",WA,NA,NA,WA_Entomology
Diaspidiotus pyri,"Diaspidiotus pyri (Lichtenstein, 1881)",Diaspidiotus pyri,NA,WA,NA,NA,WA_Entomology
Diaspidiotus pyri,"Diaspidiotus pyri (Lichtenstein, 1881)",Aspidiotus pyri,NA,WA,NA,NA,WA_Entomology
Diaspidiotus uvae,"Diaspidiotus uvae (Comstock, 1881)",Diaspidiotus uvae,Grape Scale,WA,NA,NA,WA_Entomology
Diaspidiotus uvae,"Diaspidiotus uvae (Comstock, 1881)",Aspidiotus uvae,Grape Scale,WA,NA,NA,WA_Entomology
Diaspidiotus uvae,"Diaspidiotus uvae (Comstock, 1881)",Aspidiotus uvaspis,Grape Scale,WA,NA,NA,WA_Entomology
Diaspidiotus uvae,"Diaspidiotus uvae (Comstock, 1881)",Diaspidiotus uviae,Grape Scale,WA,NA,NA,WA_Entomology
Diaspis bromeliae,"Diaspis bromeliae (Kerner, 1778)",Diaspis bromeliae,Pineapple Scale,WA,NA,NA,WA_Entomology
Diaspis bromeliae,"Diaspis bromeliae (Kerner, 1778)",Coccus bromeliae,Pineapple Scale,WA,NA,NA,WA_Entomology
Diaspis echinocacti,"Diaspis echinocacti (Bouché, 1833)",Diaspis echinocacti,Cactus Scale,WA,NA,NA,WA_Entomology
Diaspis echinocacti,"Diaspis echinocacti (Bouché, 1833)",Diaspis calyptroides,Cactus Scale,WA,NA,NA,WA_Entomology
Diaspis echinocacti,"Diaspis echinocacti (Bouché, 1833)",Aspidiotus echinocacti,Cactus Scale,WA,NA,NA,WA_Entomology
Diaspis echinocacti,"Diaspis echinocacti (Bouché, 1833)",Diaspis cacti,Cactus Scale,WA,NA,NA,WA_Entomology
Diaspis echinocacti,"Diaspis echinocacti (Bouché, 1833)",Diaspis calyptroides opuntiae,Cactus Scale,WA,NA,NA,WA_Entomology
Diatraea crambidoides,"Diatraea crambidoides Grote, 1880",Diatraea crambidoides,Southern Cornstalk Borer,WA,NA,NA,WA_Entomology
Diatraea grandiosella,"Diatraea grandiosella Dyar, 1911",Diatraea grandiosella,Southwestern Corn Borer,WA,NA,NA,WA_Entomology
Diatraea saccharalis,"Diatraea saccharalis Fabricius, 1862",Diatraea saccharalis,"Sugarcane Stalk Borer, Sugarcane Borer, Sugarcane Moth Borer, American Sugarcane Borer, Small Moth Borer, Small Sugarcane Moth Borer",WA,NA,NA,WA_Entomology
Diaxenes dendrobii,"Diaxenes dendrobii Gahan, 1894",Diaxenes dendrobii,NA,WA,NA,NA,WA_Entomology
Diaxenes phalaenopsidis,"Diaxenes phalaenopsidis Fisher, 1937",Diaxenes phalaenopsidis,NA,WA,NA,NA,WA_Entomology
Dichromothrips corbetti,"Dichromothrips corbetti (Priesner, 1936)",Dichromothrips corbetti,NA,WA,NA,NA,WA_Entomology
Dichromothrips corbetti,"Dichromothrips corbetti (Priesner, 1936)",Anaphothrips corbetti,NA,WA,NA,NA,WA_Entomology
Dichroplus elongatus,"Dichroplus elongatus Giglio-Tos, 1894",Dichroplus elongatus,South American Grasshopper,WA,NA,NA,WA_Entomology
Dichroplus elongatus,"Dichroplus elongatus Giglio-Tos, 1894",Dichroplus elongatus araucanus,South American Grasshopper,WA,NA,NA,WA_Entomology
Dichroplus elongatus,"Dichroplus elongatus Giglio-Tos, 1894",Trigonophymus elongatus,South American Grasshopper,WA,NA,NA,WA_Entomology
Dichroplus maculipennis,"Dichroplus maculipennis (Blanchard, 1851)",Dichroplus maculipennis,Spotted Wing Grasshopper,WA,NA,NA,WA_Entomology
Dichroplus maculipennis,"Dichroplus maculipennis (Blanchard, 1851)",Acridium (Podisma) arrogans,Spotted Wing Grasshopper,WA,NA,NA,WA_Entomology
Dichroplus maculipennis,"Dichroplus maculipennis (Blanchard, 1851)",Acridium maculipenne,Spotted Wing Grasshopper,WA,NA,NA,WA_Entomology
Dichroplus maculipennis,"Dichroplus maculipennis (Blanchard, 1851)",Cyrtacanthacris munda,Spotted Wing Grasshopper,WA,NA,NA,WA_Entomology
Dichroplus maculipennis,"Dichroplus maculipennis (Blanchard, 1851)",Trigonophymus arrogans,Spotted Wing Grasshopper,WA,NA,NA,WA_Entomology
Dichroplus maculipennis,"Dichroplus maculipennis (Blanchard, 1851)",Podisma arrogans,Spotted Wing Grasshopper,WA,NA,NA,WA_Entomology
Dicladispa armigera,"Dicladispa (Dicladispa) armigera (Olivier, 1808)",Dicladispa armigera,"Rice Hispa, Hispa, Rice Leaf Beetle, Paddy Hispa, Rice Hispid, Paddy Hispid",WA,NA,NA,WA_Entomology
Didesmococcus koreanus,"Didesmococcus koreanus Borchsenius, 1955",Didesmococcus koreanus,Korean Hardy Scale,WA,NA,NA,WA_Entomology
Dilobopterus costalimai,"Dilobopterus costalimai Young, 1977",Dilobopterus costalimai,Sharpshooter,WA,NA,NA,WA_Entomology
Dimargarodes meridionalis,"Dimargarodes meridionalis (Morrison, 1927)",Dimargarodes meridionalis,Ground Pearls,WA,NA,NA,WA_Entomology
Dimargarodes meridionalis,"Dimargarodes meridionalis (Morrison, 1927)",Coccionella meridionalis,Ground Pearls,WA,NA,NA,WA_Entomology
Dimargarodes meridionalis,"Dimargarodes meridionalis (Morrison, 1927)",Margarodes meridionalis,Ground Pearls,WA,NA,NA,WA_Entomology
Dindymus vericolor,"Dindymus versicolor (Herrich-Schaffer, 1853)",Dindymus vericolor,Harlequin Bug,WA,NA,NA,WA_Entomology
Dindymus vericolor,"Dindymus versicolor (Herrich-Schaffer, 1853)",Odontopus versicolor,Harlequin Bug,WA,NA,NA,WA_Entomology
Dinoderus minutus,"Dinoderus minutus (Fabricius, 1775)",Dinoderus minutus,Bamboo Powder Post Beetle,WA,NA,NA,WA_Entomology
Dinoderus minutus,"Dinoderus minutus (Fabricius, 1775)",Apate minutus,Bamboo Powder Post Beetle,WA,NA,NA,WA_Entomology
Dinoderus minutus,"Dinoderus minutus (Fabricius, 1775)",Dinoderus substriatus,Bamboo Powder Post Beetle,WA,NA,NA,WA_Entomology
Dinoderus minutus,"Dinoderus minutus (Fabricius, 1775)",Dinoderus vertens,Bamboo Powder Post Beetle,WA,NA,NA,WA_Entomology
Dinoderus minutus,"Dinoderus minutus (Fabricius, 1775)",Rhizopertha sicula,Bamboo Powder Post Beetle,WA,NA,NA,WA_Entomology
Dinoderus minutus,"Dinoderus minutus (Fabricius, 1775)",Dinoderus bifoveolatus,Bamboo Powder Post Beetle,WA,NA,NA,WA_Entomology
Dinoderus minutus,"Dinoderus minutus (Fabricius, 1775)",Apate japonicus,Bamboo Powder Post Beetle,WA,NA,NA,WA_Entomology
Dinumma deponens,"Dinumma deponens Walker, 1858",Dinumma deponens,NA,WA,NA,NA,WA_Entomology
Dione juno juno,"Dione juno juno (Cramer, 1779)",Dione juno juno,NA,WA,NA,NA,WA_Entomology
Diparopsis castanea,"Diparopsis castanea Hampson, 1902",Diparopsis castanea,Red Boll Worm,WA,NA,NA,WA_Entomology
Diphucephala aurolimbata,"Diphucephala aurolimbata Blanchard, 1850",Diphucephala aurolimbata,Green Scarab Beetle,WA,NA,NA,WA_Entomology
Diphucephala colaspidoides,"Diphucephala colaspidoides (Gyllenhal, 1817)",Diphucephala colaspidoides,Green Scarab Beetle,WA,NA,NA,WA_Entomology
Diphucephala colaspidoides,"Diphucephala colaspidoides (Gyllenhal, 1817)",Melolontha colaspidoides,Green Scarab Beetle,WA,NA,NA,WA_Entomology
Diphucephala colaspidoides,"Diphucephala colaspidoides (Gyllenhal, 1817)",Diphucephala splendens,Green Scarab Beetle,WA,NA,NA,WA_Entomology
Diphucephala colaspidoides,"Diphucephala colaspidoides (Gyllenhal, 1817)",Diphucephala lineatocollis,Green Scarab Beetle,WA,NA,NA,WA_Entomology
Diphucephala lineata,"Diphucephala lineata Boisduval, 1835",Diphucephala lineata,Green Spring Beetle,WA,NA,NA,WA_Entomology
Diphucephala lineata,"Diphucephala lineata Boisduval, 1835",Diphucephala pilistriata,Green Spring Beetle,WA,NA,NA,WA_Entomology
Diphucephala nitidicollis,"Diphucephala nitidicollis Macleay, 1886",Diphucephala nitidicollis,Green Spring Beetle,WA,NA,NA,WA_Entomology
Diptacus gigantorhynchus,"Diptacus gigantorhynchus (Nalepa, 1892)",Diptacus gigantorhynchus,Big Beak Plum Mite,WA,NA,NA,WA_Entomology
Diptacus gigantorhynchus,"Diptacus gigantorhynchus (Nalepa, 1892)",Phyllocoptes gigantorhynchus,Big Beak Plum Mite,WA,NA,NA,WA_Entomology
Diptacus gigantorhynchus,"Diptacus gigantorhynchus (Nalepa, 1892)",Epitrimerus gigantorhynchus,Big Beak Plum Mite,WA,NA,NA,WA_Entomology
Diptacus gigantorhynchus,"Diptacus gigantorhynchus (Nalepa, 1892)",Diptilomiopus prunorum,Big Beak Plum Mite,WA,NA,NA,WA_Entomology
Diptacus gigantorhynchus,"Diptacus gigantorhynchus (Nalepa, 1892)",Rhyncaphytoptus gigantorhynchus,Big Beak Plum Mite,WA,NA,NA,WA_Entomology
Disonycha xanthomelas,"Disonycha xanthomelas (Dalman, 1823)",Disonycha xanthomelas,Spinach Flea Beetle,WA,NA,NA,WA_Entomology
Distantasca smithi,"Distantasca smithi (Fletcher & Donaldson, 1992)",Distantasca smithi,"Citrus Leafhopper, Australian Citrus Leafhopper, Citrus Jassid",WA,NA,NA,WA_Entomology
Distantasca smithi,"Distantasca smithi (Fletcher & Donaldson, 1992)",Empoasca (Empoasca) smithi,"Citrus Leafhopper, Australian Citrus Leafhopper, Citrus Jassid",WA,NA,NA,WA_Entomology
Disterna plumifera,"Disterna plumifera (Pascoe, 1859)",Disterna plumifera,Speckled Longicorn,WA,NA,NA,WA_Entomology
Disterna plumifera,"Disterna plumifera (Pascoe, 1859)",Zygocera plumifera,Speckled Longicorn,WA,NA,NA,WA_Entomology
Disterna plumifera,"Disterna plumifera (Pascoe, 1859)",Paradisterna plumifera,Speckled Longicorn,WA,NA,NA,WA_Entomology
Disterna plumifera,"Disterna plumifera (Pascoe, 1859)",Parahybolasius fuscomaculatus,Speckled Longicorn,WA,NA,NA,WA_Entomology
Diuraphis frequens,Diuraphis (Holcaphis) frequens (Walker 1848),Diuraphis frequens,Wheat Aphid,WA,NA,NA,WA_Entomology
Diuraphis frequens,Diuraphis (Holcaphis) frequens (Walker 1848),Aphis frequens,Wheat Aphid,WA,NA,NA,WA_Entomology
Diuraphis frequens,Diuraphis (Holcaphis) frequens (Walker 1848),Brachycolus frequens,Wheat Aphid,WA,NA,NA,WA_Entomology
Diuraphis frequens,Diuraphis (Holcaphis) frequens (Walker 1848),Brachycolus korotnevi,Wheat Aphid,WA,NA,NA,WA_Entomology
Diuraphis frequens,Diuraphis (Holcaphis) frequens (Walker 1848),Diuraphis elymophila,Wheat Aphid,WA,NA,NA,WA_Entomology
Diuraphis frequens,Diuraphis (Holcaphis) frequens (Walker 1848),Holcaphis frequens,Wheat Aphid,WA,NA,NA,WA_Entomology
Dociostaurus maroccanus,"Dociostaurus (Dociostaurus) maroccanus (Thunberg, 1815)",Dociostaurus maroccanus,NA,WA,NA,NA,WA_Entomology
Dociostaurus maroccanus,"Dociostaurus (Dociostaurus) maroccanus (Thunberg, 1815)",Epacromia oceanica,NA,WA,NA,NA,WA_Entomology
Dociostaurus maroccanus,"Dociostaurus (Dociostaurus) maroccanus (Thunberg, 1815)",Gryllus maroccanus,NA,WA,NA,NA,WA_Entomology
Dociostaurus maroccanus,"Dociostaurus (Dociostaurus) maroccanus (Thunberg, 1815)",Oedipoda vastator,NA,WA,NA,NA,WA_Entomology
Dociostaurus maroccanus,"Dociostaurus (Dociostaurus) maroccanus (Thunberg, 1815)",Stauronotus maroccanus,NA,WA,NA,NA,WA_Entomology
Dociostaurus maroccanus,"Dociostaurus (Dociostaurus) maroccanus (Thunberg, 1815)",Dociostaurus maroccanus degeneratus,NA,WA,NA,NA,WA_Entomology
Dociostaurus maroccanus,"Dociostaurus (Dociostaurus) maroccanus (Thunberg, 1815)",Dociostaurus maroccanus xanthocnema,NA,WA,NA,NA,WA_Entomology
Dociostaurus maroccanus,"Dociostaurus (Dociostaurus) maroccanus (Thunberg, 1815)",Oedaleus infernalis pendulus,NA,WA,NA,NA,WA_Entomology
Dociostaurus maroccanus,"Dociostaurus (Dociostaurus) maroccanus (Thunberg, 1815)",Acridium cruciatum,NA,WA,NA,NA,WA_Entomology
Dociostaurus maroccanus,"Dociostaurus (Dociostaurus) maroccanus (Thunberg, 1815)",Oedipoda cruciata,NA,WA,NA,NA,WA_Entomology
Dociostaurus maroccanus,"Dociostaurus (Dociostaurus) maroccanus (Thunberg, 1815)",Stauronotus cruciatus,NA,WA,NA,NA,WA_Entomology
Dodecastichus mastix,"Dodecastichus mastix (Olivier, 1807)",Dodecastichus mastix,NA,WA,NA,NA,WA_Entomology
Dodecastichus mastix,"Dodecastichus mastix (Olivier, 1807)",Otiorhynchus mastix,NA,WA,NA,NA,WA_Entomology
Dodecastichus mastix,"Dodecastichus mastix (Olivier, 1807)",Curculio mastix,NA,WA,NA,NA,WA_Entomology
Dodecastichus mastix,"Dodecastichus mastix (Olivier, 1807)",Otiorhynchus ambrosii,NA,WA,NA,NA,WA_Entomology
Dolycoris baccarum,"Dolycoris baccarum (Linnaeus, 1758)",Dolycoris baccarum,Hairy Shield Bug,WA,NA,NA,WA_Entomology
Dolycoris baccarum,"Dolycoris baccarum (Linnaeus, 1758)",Cimex baccarum,Hairy Shield Bug,WA,NA,NA,WA_Entomology
Dolycoris baccarum,"Dolycoris baccarum (Linnaeus, 1758)",Carpocoris baccarum,Hairy Shield Bug,WA,NA,NA,WA_Entomology
Dolycoris baccarum,"Dolycoris baccarum (Linnaeus, 1758)",Carpocoris verbasci,Hairy Shield Bug,WA,NA,NA,WA_Entomology
Dolycoris indicus,"Dolycoris indicus Stal, 1876",Dolycoris indicus,NA,WA,NA,NA,WA_Entomology
Dorylus orientalis,"Dorylus orientalis Westwood, 1835",Dorylus orientalis,"Oriental Army Ant, Brown Ant",WA,NA,NA,WA_Entomology
Dorymyrmex pyramicus,"Dorymyrmex pyramicus (Roger, 1863)",Dorymyrmex pyramicus,Pyrimid Ant,WA,NA,NA,WA_Entomology
Draeculacephala clypeata,"Draeculacephala clypeata Osborn, 1926",Draeculacephala clypeata,Sharp-Headed Leafhopper,WA,NA,NA,WA_Entomology
Draeculacephala clypeata,"Draeculacephala clypeata Osborn, 1926",Draeculacephala lenticula,Sharp-Headed Leafhopper,WA,NA,NA,WA_Entomology
Draeculacephala minerva,"Draeculacephala minerva Ball, 1927 (As a vector of Pierce’s Disease)",Draeculacephala minerva,Grass Sharpshooter,WA,NA,NA,WA_Entomology
Draeculacephala minerva,"Draeculacephala minerva Ball, 1927 (As a vector of Pierce’s Disease)",Acopsis minerva,Grass Sharpshooter,WA,NA,NA,WA_Entomology
Draeculacephala minerva,"Draeculacephala minerva Ball, 1927 (As a vector of Pierce’s Disease)",Draeculacephala (Draeculacephala) minerva,Grass Sharpshooter,WA,NA,NA,WA_Entomology
Drepanococcus chiton,"Drepanococcus chiton (Green, 1909)",Drepanococcus chiton,Longan Soft Scale,WA,NA,NA,WA_Entomology
Drepanococcus chiton,"Drepanococcus chiton (Green, 1909)",Ceroplastodes chiton,Longan Soft Scale,WA,NA,NA,WA_Entomology
Drepanothrips reuteri,"Drepanothrips reuteri Uzel, 1895",Drepanothrips reuteri,Grape Thrips,WA,NA,NA,WA_Entomology
Drepanothrips reuteri,"Drepanothrips reuteri Uzel, 1895",Drepanothrips viticola,Grape Thrips,WA,NA,NA,WA_Entomology
Drepanothrips reuteri,"Drepanothrips reuteri Uzel, 1895",Thrips betulicola,Grape Thrips,WA,NA,NA,WA_Entomology
Eupterote petola,Dreta petola,Eupterote petola,Silkworm Moth,WA,NA,NA,WA_Entomology
Drosicha contrahens,"Drosicha contrahens Walker, 1958",Drosicha contrahens,Mango Mealybug,WA,NA,NA,WA_Entomology
Drosicha contrahens,"Drosicha contrahens Walker, 1958",Monophlebus contrahens,Mango Mealybug,WA,NA,NA,WA_Entomology
Drosicha corpulenta,"Drosicha corpulenta (Kuwana, 1902)",Drosicha corpulenta,Giant Mealybug,WA,NA,NA,WA_Entomology
Drosicha corpulenta,"Drosicha corpulenta (Kuwana, 1902)",Drosicha corplenta,Giant Mealybug,WA,NA,NA,WA_Entomology
Drosicha corpulenta,"Drosicha corpulenta (Kuwana, 1902)",Monophlebus corpulenta,Giant Mealybug,WA,NA,NA,WA_Entomology
Drosicha corpulenta,"Drosicha corpulenta (Kuwana, 1902)",Warajicoccus corpulenta,Giant Mealybug,WA,NA,NA,WA_Entomology
Drosicha dalbergiae,"Drosicha dalbergiae (Stebbing, 1902)",Drosicha dalbergiae,Mealybug,WA,NA,NA,WA_Entomology
Drosicha dalbergiae,"Drosicha dalbergiae (Stebbing, 1902)",Monophlebus dalbergiae,Mealybug,WA,NA,NA,WA_Entomology
Drosicha mangiferae,"Drosicha mangiferae (Stebbing, 1903)",Drosicha mangiferae,Giant Mealybug,WA,NA,NA,WA_Entomology
Drosicha mangiferae,"Drosicha mangiferae (Stebbing, 1903)",Drosicha octocaudata,Giant Mealybug,WA,NA,NA,WA_Entomology
Drosicha mangiferae,"Drosicha mangiferae (Stebbing, 1903)",Monophlebus stebbingii mangiferae,Giant Mealybug,WA,NA,NA,WA_Entomology
Drosicha mangiferae,"Drosicha mangiferae (Stebbing, 1903)",Monophlebus stebbingi octocaudata,Giant Mealybug,WA,NA,NA,WA_Entomology
Drosicha stebbingii,"Drosicha stebbingii (Stebbing, 1902)",Drosicha stebbingii,Mango Mealybug,WA,NA,NA,WA_Entomology
Drosicha stebbingii,"Drosicha stebbingii (Stebbing, 1902)",Monophlebus stebbingii,Mango Mealybug,WA,NA,NA,WA_Entomology
Drosicha stebbingii,"Drosicha stebbingii (Stebbing, 1902)",Drosicha stebingii,Mango Mealybug,WA,NA,NA,WA_Entomology
Drosicha stebbingii,"Drosicha stebbingii (Stebbing, 1902)",Drosicha stebbingi,Mango Mealybug,WA,NA,NA,WA_Entomology
Drosophila pulchrella,"Drosophila (Sophophora) pulchrella Tan, Hsu & Sheng, 1949",Drosophila pulchrella,NA,WA,NA,NA,WA_Entomology
Drosophila subpulchrella,"Drosophila (Sophophora) subpulchrella Takamori & Watabe, 2006",Drosophila subpulchrella,NA,WA,NA,NA,WA_Entomology
Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila suzukii,"Spotted Wing Drosophila, Cherry Drosophila, Cherry Fruit Fly, Cherry Vinegar Fly",WA,NA,NA,WA_Entomology
Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila indicus,"Spotted Wing Drosophila, Cherry Drosophila, Cherry Fruit Fly, Cherry Vinegar Fly",WA,NA,NA,WA_Entomology
Dryocoetes confusus,"Dryocoetes confusus Swaine, 1912",Dryocoetes confusus,Western Balsam Bark Beetle,WA,NA,NA,WA_Entomology
Dryocosmus kuriphilus,"Dryocosmus kuriphilus Yasumatsu, 1951",Dryocosmus kuriphilus,"Chestnut Gall Wasp, Oriental Chestnut Gall Wasp",WA,NA,NA,WA_Entomology
Dudua aprobola,"Dudua aprobola (Meyrick, 1886)",Dudua aprobola,Mango Flower Webworm,WA,NA,NA,WA_Entomology
Dudua aprobola,"Dudua aprobola (Meyrick, 1886)",Temnolopha metallota,Mango Flower Webworm,WA,NA,NA,WA_Entomology
Dudua aprobola,"Dudua aprobola (Meyrick, 1886)",Eccopsis aprobola,Mango Flower Webworm,WA,NA,NA,WA_Entomology
Duplaspidiotus claviger,"Duplaspidiotus claviger (Cockerell, 1901)",Duplaspidiotus claviger,Dupla Scale,WA,NA,NA,WA_Entomology
Duplaspidiotus claviger,"Duplaspidiotus claviger (Cockerell, 1901)",Pseudaonidia clavigera,Dupla Scale,WA,NA,NA,WA_Entomology
Duplaspidiotus claviger,"Duplaspidiotus claviger (Cockerell, 1901)",Pseudaonidia iota,Dupla Scale,WA,NA,NA,WA_Entomology
Duponchelia fovealis,"Duponchelia fovealis Zeller, 1847",Duponchelia fovealis,European Pepper Moth,WA,NA,NA,WA_Entomology
Dynaspidiotus ericarum,"Dynaspidiotus ericarum (Goux, 1937)",Dynaspidiotus ericarum,NA,WA,NA,NA,WA_Entomology
Dynaspidiotus ericarum,"Dynaspidiotus ericarum (Goux, 1937)",Aspidiotus ericarum,NA,WA,NA,NA,WA_Entomology
