correct_name,provided_name,search_term,common_name,state,lga,shape,list_name
Mycosphaerella personata,Mycosphaerella personata,Pseudocercospora vitis,Leaf Spot of Grape Vines,TAS,NA,NA,TAS_PlantPest
Olpidium brassicae,Olpidium brassicae,Olpidium brassicae,Lettuce Big Vein,TAS,NA,NA,TAS_PlantPest
Peronosclerospora maydis,Peronosclerospora maydis,Peronosclerospora maydis,Downy Mildew of Corn,TAS,NA,NA,TAS_PlantPest
Peronospora hyoscyami tabacina,Peronospora hyoscyami f.sp. tabacina,Peronospora hyoscyami tabacina,Tobacco Blue Mould,TAS,NA,NA,TAS_PlantPest
Peronospora hyoscyami tabacina,Peronospora hyoscyami f.sp. tabacina,Peronospora hyoscyami,Tobacco Blue Mould,TAS,NA,NA,TAS_PlantPest
Phaeoisariopsis griseola,Phaeoisariopsis griseola,Phaeoisariopsis griseola,Angular Leaf Spot,TAS,NA,NA,TAS_PlantPest
Phaeoisariopsis griseola,Phaeoisariopsis griseola,Isariopsis griseola,Angular Leaf Spot,TAS,NA,NA,TAS_PlantPest
Phoma lycopersici,Phoma lycopersici,Phoma lycopersici,Stem Canker of Tomato,TAS,NA,NA,TAS_PlantPest
Phoma lycopersici,Phoma lycopersici,Didymella lycopersici,Stem Canker of Tomato,TAS,NA,NA,TAS_PlantPest
Phytophthora megasperma,Phytophthora megasperma,Phytophthora megasperma,Root Rot,TAS,NA,NA,TAS_PlantPest
Plasmodiophora brassicae,Plasmodiophora brassicae,Plasmodiophora brassicae,Clubroot of Brassica,TAS,NA,NA,TAS_PlantPest
Plasmopara obducens,Plasmopara obducens,Plasmopara obducens,Impatiens Downy Mildew,TAS,NA,NA,TAS_PlantPest
Pseudocercospora vitis,Pseudocercospora vitis,Pseudocercospora vitis,Leaf Spot of Grape Vines,TAS,NA,NA,TAS_PlantPest
Puccinia allii,Puccinia allii,Puccinia allii,Onion Rust,TAS,NA,NA,TAS_PlantPest
Ustilago zeae,Ustilago zeae,Ustilago zeae,Boil Smut,TAS,NA,NA,TAS_PlantPest
Ustilago zeae,Ustilago zeae,Ustilago maydis,Boil Smut,TAS,NA,NA,TAS_PlantPest
Cowpea mild mottle virus,Cowpea Mild Mottle Virus,Cowpea mild mottle virus,CPMMV,TAS,NA,NA,TAS_PlantPest
Impatiens necrotic spot virus,Impatiens necrotic spot virus,Impatiens necrotic spot virus,INSV,TAS,NA,NA,TAS_PlantPest
Tobacco necrosis virus,Tobacco necrosis virus,Tobacco necrosis virus,TNV,TAS,NA,NA,TAS_PlantPest
Trachemys scripta elegans,Trachemys scripta elegans,Trachemys scripta elegans,Red Eared Slider Turtle,VIC,NA,NA,VIC_DEECA_VertebratePests
Duttaphrynus melanostictus,Duttaphrynus melanostictus,Duttaphrynus melanostictus,Asian Black-Spined Toad,VIC,NA,NA,VIC_DEECA_VertebratePests
Rhinella marina,Rhinella marinus,Rhinella marina,Cane Toad,VIC,NA,NA,VIC_DEECA_VertebratePests
Lissotriton vulgaris,Lissotriton vulgaris,Lissotriton vulgaris,Smooth Newt,VIC,NA,NA,VIC_DEECA_VertebratePests
Pantherophis guttatus,Pantherophis guttatus,Pantherophis guttatus,Eastern Corn Snake,VIC,NA,NA,VIC_DEECA_VertebratePests
Boa constrictor,Boa constrictor,Boa constrictor,Boa Constrictor,VIC,NA,NA,VIC_DEECA_VertebratePests
Funambulus pennantii,Funambulus pennantii,Funambulus pennantii,Northern Palm Squirrel,VIC,NA,NA,VIC_DEECA_VertebratePests
Funambulus pennantii,Funambulus pennantii,Five striped palm squirrel,Northern Palm Squirrel,VIC,NA,NA,VIC_DEECA_VertebratePests
Atelerix albiventris,Atelerix albiventris,Atelerix albiventris,African Pygmy Hedgehog,VIC,NA,NA,VIC_DEECA_VertebratePests
Atelerix albiventris,Atelerix albiventris,Four-toed hedgehog,African Pygmy Hedgehog,VIC,NA,NA,VIC_DEECA_VertebratePests
Corvus splendens,Corvus splendens,Corvus splendens,House Crow,VIC,NA,NA,VIC_DEECA_VertebratePests
Branta canadensis,Branta canadensis,Branta canadensis,Canada Goose,VIC,NA,NA,VIC_DEECA_VertebratePests
Psittacula eupatria,Psittacula eupatria,Psittacula eupatria,Alexandrine Parakeet,VIC,NA,NA,VIC_DEECA_VertebratePests
Psittacula krameri,Psittacula krameri,Psittacula krameri,Indian Ringneck Parrot,VIC,NA,NA,VIC_DEECA_VertebratePests
Psittacula krameri,Psittacula krameri,Rose-ringed parakeet,Indian Ringneck Parrot,VIC,NA,NA,VIC_DEECA_VertebratePests
Myiopsitta monachus,Myiopsitta monachus,Myiopsitta monachus,Monk Parakeet,VIC,NA,NA,VIC_DEECA_VertebratePests
Myiopsitta monachus,Myiopsitta monachus,Quaker parrot,Monk Parakeet,VIC,NA,NA,VIC_DEECA_VertebratePests
Pycnonotus jocosus,Pycnonotus jocosus,Pycnonotus jocosus,Red-Whiskered Bulbul,VIC,NA,NA,VIC_DEECA_VertebratePests
Eublepharis macularius,Eublepharis macularius,Eublepharis macularius,Leopard Gecko,VIC,NA,NA,VIC_DEECA_VertebratePests
Hemidactylus frenatus,Hemidactylus frenatus,Hemidactylus frenatus,Asian House Gecko,VIC,NA,NA,VIC_DEECA_VertebratePests
Lampropeltis californiae,Lampropeltis californiae,Lampropeltis californiae,California Kingsnake,VIC,NA,NA,VIC_DEECA_VertebratePests
Nassella trichotoma,Nassella trichotoma,Nassella trichotoma,Serrated Tussock,NA,"YARRA RANGES SHIRE, NILLUMBIK SHIRE, MANNINGHAM CITY, MAROONDAH CITY, WHITEHORSE CITY, KNOX CITY, MONASH CITY, GLEN EIRA CITY, STONNINGTON CITY, BOROONDARA CITY, BAYSIDE CITY, KINGSTON CITY, GREATER DANDENONG CITY, CASEY CITY, CARDINIA SHIRE, MORNINGTON PENINSULA SHIRE",NA,VIC_DEECA_Weeds
Solanum elaeagnifolium,Solanum elaeagnifolium,Solanum elaeagnifolium,Silver Leaf Nightshade,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Tribulus terrestris,Tribulus terrestrius,Tribulus terrestris,Caltrop,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Alternanthera pungens,Alternanthera pungens,Alternanthera pungens,Khaki Weed,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Cestrum parqui,Cestrum parqui,Cestrum parqui,Chilean Cestrum,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Eichhornia crassipes,Eichhornia crassipes,Eichhornia crassipes,Water Hyacinth,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Eichhornia crassipes,Eichhornia crassipes,Pontederia crassipes,Water Hyacinth,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Equisetum,Equisetum species,Equisetum,Horsetails,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Reynoutria japonica,Fallopia japonica,Reynoutria japonica,Japanese Knotweed,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Reynoutria japonica,Fallopia japonica,Fallopia japonica,Japanese Knotweed,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Reynoutria sachalinensis,Fallopia sachalinensis,Reynoutria sachalinensis,Giant Knotweed,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Reynoutria sachalinensis,Fallopia sachalinensis,Fallopia sachalinensis,Giant Knotweed,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Reynoutria ×bohemica,Fallopia X bohemica,Reynoutria ×bohemica,Japanese Knotweed Hybrid,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Reynoutria ×bohemica,Fallopia X bohemica,Fallopia xbohemica,Japanese Knotweed Hybrid,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Hieracium,Hieracium species,Hieracium,Hawkweed,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Nassella tenuissima,Nassella tenuissima,Nassella tenuissima,Mexican Feathergrass,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Salvinia ×molesta,Salvinia molesta,Salvinia ×molesta,Salvinia,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Salvinia ×molesta,Salvinia molesta,Salvinia adnata,Salvinia,NA,NA,VIC_DEECA_Weeds_Shape,VIC_DEECA_Weeds
Sus Scrofa,Sus Scrofa,Sus Scrofa,Feral Pig,"QLD, VIC, NSW, SA, WA, TAS",NA,NA,VIC_Delwp_FeralPigs
Alternanthera philoxeroides,Alternanthera philoxeroides,Alternanthera philoxeroides,Alligator Weed,VIC,NA,NA,VIC_InvasivePlants
Orobanche ramosa,Orobanche ramosa,Orobanche ramosa,Branched Broomrape,VIC,NA,NA,VIC_InvasivePlants
Alhagi maurorum,Alhagi maurorum,Alhagi maurorum,"Camel Thorn, Camelthorn",VIC,NA,NA,VIC_InvasivePlants
Fallopia sachalinensis,Fallopia sachalinensis,Fallopia sachalinensis,Giant Knotweed,VIC,NA,NA,VIC_InvasivePlants
Vachellia erioloba,Vachellia erioloba,Vachellia erioloba,Giraffe Thorn,VIC,NA,NA,VIC_InvasivePlants
Vachellia erioloba,Vachellia erioloba,Acacia erioloba,Giraffe Thorn,VIC,NA,NA,VIC_InvasivePlants
Hieracium,Hieracium spp.,Hieracium,Hawkweed,VIC,NA,NA,VIC_InvasivePlants
Hieracium,Hieracium spp.,Pilosella,Hawkweed,VIC,NA,NA,VIC_InvasivePlants
Equisetum,Equisetum spp.,Equisetum,Horsetails,VIC,NA,NA,VIC_InvasivePlants
Fallopia japonica,Fallopia japonica,Fallopia japonica,Japanese Knotweed,VIC,NA,NA,VIC_InvasivePlants
Fallopia bohemica,Fallopia x bohemica,Fallopia bohemica,Japanese Knotweed Hybrid,VIC,NA,NA,VIC_InvasivePlants
Vachellia karroo,Vachellia karroo,Vachellia karroo,Karoo Thorn,VIC,NA,NA,VIC_InvasivePlants
Vachellia karroo,Vachellia karroo,Acacia karroo,Karoo Thorn,VIC,NA,NA,VIC_InvasivePlants
Lagarosiphon major,Lagarosiphon major,Lagarosiphon major,Lagarosiphon,VIC,NA,NA,VIC_InvasivePlants
Prosopis,Prosopis spp.,Prosopis,Mesquite,VIC,NA,NA,VIC_InvasivePlants
Nassella tenuissima,Nassella tenuissima,Nassella tenuissima,Mexican Feather Grass,VIC,NA,NA,VIC_InvasivePlants
Parthenium hysterophorus,Parthenium hysterophorus,Parthenium hysterophorus,"Parthenium Weed, Parthenium",VIC,NA,NA,VIC_InvasivePlants
Ambrosia psilostachya,Ambrosia psilostachya,Ambrosia psilostachya,Perennial Ragweed,VIC,NA,NA,VIC_InvasivePlants
Iva axillaris,Iva axillaris,Iva axillaris,Poverty Weed,VIC,NA,NA,VIC_InvasivePlants
Salvinia molesta,Salvinia molesta,Salvinia molesta,"Salvinia, Giant Salvinia, Water Spangles",VIC,NA,NA,VIC_InvasivePlants
Salvinia,Salvinia spp.,Salvinia,Salvinia,VIC,NA,NA,VIC_InvasivePlants
Hypericum triquetrifolium,Hypericum triquetrifolium,Hypericum triquetrifolium,Tangled Hypericum,VIC,NA,NA,VIC_InvasivePlants
Eichhornia crassipes,Eichhornia crassipes,Eichhornia crassipes,Water Hyacinth,VIC,NA,NA,VIC_InvasivePlants
Vachellia erioloba,Acacia erioloba,Vachellia erioloba,NA,VIC,NA,NA,VIC_InvasivePlants
Pilosella,Pilosella spp.,Pilosella,NA,VIC,NA,NA,VIC_InvasivePlants
Pilosella,Pilosella spp.,Hieracium,NA,VIC,NA,NA,VIC_InvasivePlants
Acacia karroo,Acacia karroo,Acacia karroo,NA,VIC,NA,NA,VIC_InvasivePlants
Acacia karroo,Acacia karroo,Vachellia karroo,NA,VIC,NA,NA,VIC_InvasivePlants
Reynoutria japonica,Reynoutria japonica,Reynoutria japonica,NA,VIC,NA,NA,VIC_InvasivePlants
Reynoutria japonica,Reynoutria japonica,Fallopia japonica,NA,VIC,NA,NA,VIC_InvasivePlants
Reynoutria sachalinensis,Reynoutria sachalinensis,Reynoutria sachalinensis,NA,VIC,NA,NA,VIC_InvasivePlants
Reynoutria sachalinensis,Reynoutria sachalinensis,Fallopia sachalinensis,NA,VIC,NA,NA,VIC_InvasivePlants
Reynoutria bohemica,Reynoutria x bohemica,Reynoutria bohemica,NA,VIC,NA,NA,VIC_InvasivePlants
Reynoutria bohemica,Reynoutria x bohemica,Fallopia x bohemica,NA,VIC,NA,NA,VIC_InvasivePlants
Hemigrapsus sanguineus,Hemigrapsus sanguineus ,Hemigrapsus sanguineus,"Asian Shore Crab, Japanese Shore Crab",VIC,NA,NA,VIC_Marine
Hemigrapsus takanoi,Hemigrapsus takanoi ,Hemigrapsus takanoi,"Brush-Clawed Shore Crab, Asian Shore Crab",VIC,NA,NA,VIC_Marine
Charybdis japonica,Charybdis japonica,Charybdis japonica,Asian Paddle Crab,VIC,NA,NA,VIC_Marine
Eriocheir sinensis,Eriocheir sinensis,Eriocheir sinensis,"Chinese Mitten Crab, Shanghai Hairy Crab, Chinese River Crab",VIC,NA,NA,VIC_Marine
Carcinus maenas,Carcinus maenas,Carcinus maenas,"European Green Crab, European Shore Crab, Green Shore Crab",VIC,NA,NA,VIC_Marine
Rhithropanopeus harrisii,Rhithropanopeus harrisii,Rhithropanopeus harrisii,Harris Mud Crab,VIC,NA,NA,VIC_Marine
Perna viridis,Perna viridis,Perna viridis,Asian Green Mussel,VIC,NA,NA,VIC_Marine
Perna canaliculus,Perna canaliculus,Perna canaliculus,"New Zealand Green-Lipped Mussel, New Zealand Mussel, Greenshell Mussel, Kuku, Kutai",VIC,NA,NA,VIC_Marine
Perna perna,Perna perna,Perna perna,Brown Mussel,VIC,NA,NA,VIC_Marine
Mytilopsis sallei,Mytilopsis sallei,Mytilopsis sallei,"Black-Striped Mussel, Black-Striped False Mussel",VIC,NA,NA,VIC_Marine
Mytella strigata,Mytella strigata,Mytella strigata,Charru Mussel,VIC,NA,NA,VIC_Marine
Caulerpa taxifolia,Caulerpa taxifolia,Caulerpa taxifolia,"Caulerpa, Aquarium Caulerpa",VIC,NA,NA,VIC_Marine
Undaria pinnatifida,Undaria pinnatifida,Undaria pinnatifida,"Japanese Seaweed, Wakame",VIC,NA,NA,VIC_Marine
Sargassum muticum,Sargassum muticum,Sargassum muticum,"Japanese Wireweed, Japweed",VIC,NA,NA,VIC_Marine
Grateloupia turuturu,Grateloupia turuturu,Grateloupia turuturu,Devil's Tongue Weed,VIC,NA,NA,VIC_Marine
Sabella spallanzanii,Sabella spallanzanii,Sabella spallanzanii,"Mediterranean Fan Worm, Feather Duster Worm, European Fan Worm, Pencil Worm",VIC,NA,NA,VIC_Marine
Asterias amurensis,Asterias amurensis,Asterias amurensis,"Northern Pacific Seastar, Japanese Common Starfish",VIC,NA,NA,VIC_Marine
Maoricolpus roseus,Maoricolpus roseus,Maoricolpus roseus,New Zealand Screwshell,VIC,NA,NA,VIC_Marine
Ciona intestinalis,Ciona intestinalis,Ciona intestinalis,Vase Tunicate,VIC,NA,NA,VIC_Marine
Styela clava,Styela clava,Styela clava,"Stalked Sea Squirt, Clubbed Tunicate, Asian Tunicate, Leathery Sea Squirt, Rough Sea Squirt",VIC,NA,NA,VIC_Marine
Styela plicata,Styela plicata,Styela plicata,Pleated Sea Squirt,VIC,NA,NA,VIC_Marine
Clavelina lepadiformis,Clavelina lepadiformis,Clavelina lepadiformis,Lightbulb Sea Squirt,VIC,NA,NA,VIC_Marine
Didemnum vexillum,Didemnum vexillum,Didemnum vexillum,Carpet Sea Squirt,VIC,NA,NA,VIC_Marine
Didemnum perlucidum,Didemnum perlucidum,Didemnum perlucidum,White Colonial Sea Squirt,VIC,NA,NA,VIC_Marine
Varicorbula (Corbula) gibba,Varicorbula (Corbula) gibba,Varicorbula (Corbula) gibba,"Basket Shell Clam, European Clam",VIC,NA,NA,VIC_Marine
Mya japonica,Mya japonica,Mya japonica,Soft Shelled Clam,VIC,NA,NA,VIC_Marine
Mya arenaria,Mya arenaria,Mya arenaria,"Soft Shelled Clam, Sand Gaper",VIC,NA,NA,VIC_Marine
Arcuatula senhousia,Arcuatula senhousia,Arcuatula senhousia,"Asian Bag Mussel, Asian Date Mussel, Asian Mussel, Bag Mussel",VIC,NA,NA,VIC_Marine
Magallana gigas,Magallana gigas,Magallana gigas,"Pacific Oyster, Japanese Oyster, Miyagi Oyster",VIC,NA,NA,VIC_Marine
Mnemiopsis leidyi,Mnemiopsis leidyi,Mnemiopsis leidyi,"Comb Jelly, Sea Walnut, Warty Comb Jelly",VIC,NA,NA,VIC_Marine
Marenzelleria neglecta,Marenzelleria neglecta,Marenzelleria neglecta,Red-Gilled Mudworm,VIC,NA,NA,VIC_Marine
Amphibalanus improvisus,Amphibalanus improvisus,Amphibalanus improvisus,"European Acorn Barnacle, Bay Barnacle",VIC,NA,NA,VIC_Marine
Caprella mutica,Caprella mutica,Caprella mutica,Japanese Skeleton Shrimp,VIC,NA,NA,VIC_Marine
Urosalpinx cinerea,Urosalpinx cinerea,Urosalpinx cinerea,"Atlantic Oyster Drill, Eastern Oyster Drill",VIC,NA,NA,VIC_Marine
Apis andreniformis,Apis andreniformis,Apis andreniformis,Black Dwarf Honey Bee,AUS,NA,NA,VIC_PlantApiary
Apis florea,Apis florea,Apis florea,Red Dwarf Honey Bee,AUS,NA,NA,VIC_PlantApiary
Apis cerana,Apis cerana,Apis cerana,Asian Honey Bee,"NSW, ACT, VIC, TAS, SA, WA, NT",NA,NA,VIC_PlantApiary
Apis dorsata,Apis dorsata,Apis dorsata,Giant Honey Bee,AUS,NA,NA,VIC_PlantApiary
Apis koschevnikovi,Apis koschevnikovi,Apis koschevnikovi,"Koschevnikov's Honey Bee, Sundaland Honey Bee",AUS,NA,NA,VIC_PlantApiary
Apis laboriosa,Apis laboriosa,Apis laboriosa,Giant Himalayan Honey Bee,AUS,NA,NA,VIC_PlantApiary
Apis dorsata breviligula,Apis breviligula,Apis dorsata breviligula,Giant Philippine Honey Bee,AUS,NA,NA,VIC_PlantApiary
Apis mellifera capensis,Apis mellifera capensis,Apis mellifera capensis,Cape Honey Bee,AUS,NA,NA,VIC_PlantApiary
Apis mellifera scutellata,Apis mellifera scutellata,Apis mellifera scutellata,African Honey Bee,AUS,NA,NA,VIC_PlantApiary
Apis mellifera scutellata,Apis mellifera scutellata x A. mellifera subsp. hybrid,Apis mellifera scutellata,Africanised Honey Bee,AUS,NA,NA,VIC_PlantApiary
Apis nigrocincta,Apis nigrocincta,Apis nigrocincta,Sulawesian Honey Bee,AUS,NA,NA,VIC_PlantApiary
Apis nuluensis,Apis nuluensis,Apis nuluensis,Mountain Honey Bee,AUS,NA,NA,VIC_PlantApiary
