"dataResourceUid","images","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","associatedOccurrences","previousIdentifications","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimDepth","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimCoordinates","verbatimLatitude","verbatimLatitude","verbatimLongitude","verbatimLongitude","verbatimCoordinateSystem","verbatimCoordinateSystem","verbatimSRS","footprintSRS","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","verbatimBasisOfRecord","measurementDeterminedDate","videos","species","measurementRemarks","measurementValue","relationshipRemarks","identifierRole","relationshipOfResource","measurementMethod","provenance","sounds","recordID","rights","source","verbatimScientificName","verbatimContinent","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","images","dcterms:type"
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Numbulwar:2018:15","","Nunggarrgalu, John","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Numbulwar in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Numbulwar","","","","","","","","","","","","-14.083024","135.690382","EPSG:4326","250.0","","","-14.083024","","135.690382","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","961b97bb-accb-44e4-9c07-97f480b02a78","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:38","","Roberts, Carlisa","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.748712","134.763891","EPSG:4326","250.0","","","-14.748712","","134.763891","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","5cacf177-6367-4457-b2b4-7d18591a25c1","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:135","","Rami, Elizabeth","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.381779","135.106009","EPSG:4326","250.0","","","-14.381779","","135.106009","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","1ec4b0bb-f66b-4f25-ae8c-d83d8ac35cd4","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2018:39","","George, Ruth","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.789166","134.924526","EPSG:4326","250.0","","","-14.789166","","134.924526","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","7a4c8b25-6ee8-49fe-aa00-781790cc448b","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:30","","Rogers, Robin","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.777911","134.906919","EPSG:4326","250.0","","","-14.777911","","134.906919","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","2c096205-d7b8-41f3-a746-9ec134d668e3","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Numbulwar:2018:117","","Murrungun, Mugoi","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Numbulwar in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Numbulwar","","","","","","","","","","","","-14.166156","135.693668","EPSG:4326","250.0","","","-14.166156","","135.693668","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:5a53c86e-132f-4dc1-8251-af56e3a97cce","Chelodina (Chelodina) canni","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","McCord & Thomson, 2002","Cann's Long-necked Turtle","","","","","Human Observation","","","Chelodina canni","","","","","","","","","65c12f66-9d8d-4661-b241-210311165716","","","Chelodina canni","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Numbulwar:2018:21","","Nunggarrgalu, John","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Numbulwar in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Numbulwar","","","","","","","","","","","","-13.664429","135.663637","EPSG:4326","250.0","","","-13.664429","","135.663637","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","34eef062-d101-41eb-93cb-9c5866ff6535","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:99","","Daniels, Tammy","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.781809","134.988005","EPSG:4326","250.0","","","-14.781809","","134.988005","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","4e02c18f-9167-484f-a7cc-4bde9b8475e4","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2018:9","","George, Ruth","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.603389","134.97953","EPSG:4326","250.0","","","-14.603389","","134.97953","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","39e63337-de7b-4a95-90f3-210f63edd565","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:385","","Rogers, Kevin","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.206348","135.087647","EPSG:4326","250.0","","","-14.206348","","135.087647","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","d34aaca7-e944-4ce6-9b1e-52573d44f808","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2018:17","","Daniels, Cherry","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.718354","134.751053","EPSG:4326","250.0","","","-14.718354","","134.751053","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","d03eebea-3d1a-4af5-9a3a-3fc03297dc20","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:307","","Hall, Majorie","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.7118","134.705227","EPSG:4326","250.0","","","-14.7118","","134.705227","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","b9aa8d4e-2ca6-4fcf-997c-cf0597217d92","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Numbulwar:2018:112","","Mirniyowan, Frank","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Numbulwar in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Numbulwar","","","","","","","","","","","","-13.570583","135.46801","EPSG:4326","250.0","","","-13.570583","","135.46801","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","4b70ac26-3a09-4b2d-b53b-c5ca31de8945","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:349","","Roy, Julie","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.456762","134.989202","EPSG:4326","250.0","","","-14.456762","","134.989202","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","d1593199-0b43-4e23-a9fc-d742f0f57e31","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Numbulwar:2018:86","","Nundhirribala, Jangu","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Numbulwar in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Numbulwar","","","","","","","","","","","","-13.636011","135.625573","EPSG:4326","250.0","","","-13.636011","","135.625573","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","68d32ae1-72bc-46b7-8dc4-cca7e56dfbf4","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:446","","Rami, Kara","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.804717","134.873678","EPSG:4326","250.0","","","-14.804717","","134.873678","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","7fda0419-d4c1-42c1-9cfc-8967889c17d2","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:235","","Ponto, Samuel","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.263256","135.074741","EPSG:4326","250.0","","","-14.263256","","135.074741","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","9cd482c2-226e-41cc-b9f1-8a83b0554281","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:233","","Ponto, Samuel","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.590542","135.020305","EPSG:4326","250.0","","","-14.590542","","135.020305","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","4f72de60-164a-4bf7-a288-0828a7f76148","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Numbulwar:2018:102","","Ngalmi, Guyumiyagi","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Numbulwar in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Numbulwar","","","","","","","","","","","","-13.787333","135.801857","EPSG:4326","250.0","","","-13.787333","","135.801857","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","047cc60d-1db2-496a-b999-4604bd8bc754","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:51","","Rogers, Sharona","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.804787","134.963561","EPSG:4326","250.0","","","-14.804787","","134.963561","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:ef8440de-c558-4fdf-9e4c-635a7871f01b","CHELIDAE","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","","","","","family","","","chelid turtles","","","","Emydura subglobosa worelli or Elseya dentata","Human Observation","","","","","","","","","","","","1086da94-0801-44f5-a323-2a1c62e74e9d","","","CHELIDAE","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Numbulwar:2018:105","","Mirniyowan, Frank","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Numbulwar in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2018","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Numbulwar","","","","","","","","","","","","-14.756457","135.084611","EPSG:4326","250.0","","","-14.756457","","135.084611","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","71b4db44-c62d-4ecb-88ef-046e5a3588db","","","Chelodina rugosa","","","","","","","","",""
"dr17780","","","","CC-BY-NC 3.0 (Aus)","","","","","","","","","","","","HUMAN_OBSERVATION","","","","","iek:sealipa:Ngukurr:2016:404","","Ponto, Heather","","","","","","","","","PRESENT","","","","","","","","This occurrence was derived from community mapping workshops with Indigenous people living in Ngukurr in the South East Arnhem Land Indigenous Protected Area on turtle hunting in their lifetimes. ","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","Ngukurr","","","","","","","","","","","","-14.452033","135.220699","EPSG:4326","250.0","","","-14.452033","","135.220699","","","","","","","","Coordinates and coordinateUncertainty are estimated by placing pins on a water body on a printed 2006 1:250,000 Geoscience Australia topographic map derived from Landsat 25m resolution satellite imagery.","","","","","","","","","","","","","","","urn:lsid:biodiversity.org.au:afd.taxon:967549e7-7fa9-4770-b86e-5e3520d3c43d","Chelodina (Macrochelodina) oblonga","","","","","","","Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelodina","","","","species","","Gray, 1841","Northern Snake-necked Turtle","","","","","Human Observation","","","Chelodina oblonga","","","","","","","","","8d43c97c-e97c-4c51-8619-482317c1ad22","","","Chelodina rugosa","","","","","","","","",""
