"Supplied Name","guid","scientificName","family","kingdom","reportedTaxon","recordID","species","order","family","habitat","class","countryCode_alpha3","isHybrid","country","countryCode_alpha2","phylum","kingdom","isInvasive","establishmentMeans","taxonRank","occurrenceStatus"
"Crotalaria distans Benth.","https://id.biodiversity.org.au/node/apni/2891754","Crotalaria distans","Fabaceae",,"Crotalaria distans Benth.","28994","Crotalaria distans","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crotalaria goreensis Guill. & Perr.","https://id.biodiversity.org.au/node/apni/2891345","Crotalaria goreensis","Fabaceae",,"Crotalaria goreensis Guill. & Perr.","28996","Crotalaria goreensis","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crotalaria grahamiana Wight & Arn.","https://id.biodiversity.org.au/node/apni/2917131","Crotalaria grahamiana","Fabaceae",,"Crotalaria grahamiana Wight & Arn.","29005","Crotalaria grahamiana","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crotalaria incana L.","https://id.biodiversity.org.au/node/apni/2899572","Crotalaria incana","Fabaceae",,"Crotalaria incana L.","29010","Crotalaria incana","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crotalaria juncea L.","https://id.biodiversity.org.au/node/apni/2920165","Crotalaria juncea","Fabaceae",,"Crotalaria juncea L.","29033","Crotalaria juncea","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crotalaria laburnifolia L.","https://id.biodiversity.org.au/node/apni/2920205","Crotalaria laburnifolia","Fabaceae",,"Crotalaria laburnifolia L.","29058","Crotalaria laburnifolia","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crotalaria lanceolata E.Mey.","https://id.biodiversity.org.au/node/apni/2887683","Crotalaria lanceolata","Fabaceae",,"Crotalaria lanceolata E.Mey.","29062","Crotalaria lanceolata","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crotalaria micans Link","https://id.biodiversity.org.au/node/apni/2890173","Crotalaria micans","Fabaceae",,"Crotalaria micans Link","29072","Crotalaria micans","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crotalaria ochroleuca G.Don","https://id.biodiversity.org.au/node/apni/2914151","Crotalaria ochroleuca","Fabaceae",,"Crotalaria ochroleuca G.Don","29087","Crotalaria ochroleuca","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crotalaria pallida Aiton","https://id.biodiversity.org.au/node/apni/2899265","Crotalaria pallida","Fabaceae",,"Crotalaria pallida Aiton","29094","Crotalaria pallida","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crotalaria prostrata Willd.","https://id.biodiversity.org.au/node/apni/2908153","Crotalaria prostrata","Fabaceae",,"Crotalaria prostrata Willd.","29123","Crotalaria prostrata","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crotalaria senegalensis (Pers.) DC.","https://id.biodiversity.org.au/name/apni/117132","Crotalaria senegalensis","Fabaceae",,"Crotalaria senegalensis (Pers.) DC.","29172","Crotalaria senegalensis","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crotalaria spectabilis Roth","https://id.biodiversity.org.au/node/apni/2915495","Crotalaria spectabilis","Fabaceae",,"Crotalaria spectabilis Roth","29173","Crotalaria spectabilis","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crotalaria trichotoma Boj.","https://id.biodiversity.org.au/node/apni/2912079","Crotalaria trichotoma","Fabaceae",,"Crotalaria trichotoma Boj.","29189","Crotalaria trichotoma","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Cytisus multiflorus Sweet","https://id.biodiversity.org.au/node/apni/2904397","Cytisus multiflorus","Fabaceae",,"Cytisus multiflorus Sweet","31861","Cytisus multiflorus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Cytisus scoparius (L.) Link","https://id.biodiversity.org.au/node/apni/2897651","Cytisus scoparius","Fabaceae",,"Cytisus scoparius (L.) Link","31879","Cytisus scoparius","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","INVASIVE","ALIEN","SPECIES","PRESENT"
"Cytisus scoparius subsp. scoparius","https://id.biodiversity.org.au/node/apni/2897651","Cytisus scoparius","Fabaceae",,"Cytisus scoparius subsp. scoparius","31901","Cytisus scoparius","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SUBSPECIES","PRESENT"
"Dalbergia sissoo DC.","https://id.biodiversity.org.au/node/apni/2908768","Dalbergia sissoo","Fabaceae",,"Dalbergia sissoo DC.","32101","Dalbergia sissoo","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Delonix regia (Bojer) Raf.","https://id.biodiversity.org.au/node/apni/2911400","Delonix regia","Fabaceae",,"Delonix regia (Bojer) Raf.","32638","Delonix regia","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Desmanthus virgatus (L.) Willd.","https://id.biodiversity.org.au/node/apni/2886829","Desmanthus virgatus","Fabaceae",,"Desmanthus virgatus (L.) Willd.","33061","Desmanthus virgatus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Desmodium heterophyllum (Willd.) DC.","https://id.biodiversity.org.au/node/apni/2886730","Desmodium heterophyllum","Fabaceae",,"Desmodium heterophyllum (Willd.) DC.","33125","Desmodium heterophyllum","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Desmodium incanum DC.","https://id.biodiversity.org.au/node/apni/2902648","Desmodium incanum","Fabaceae",,"Desmodium incanum DC.","33138","Desmodium incanum","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Desmodium intortum Urb.","https://id.biodiversity.org.au/node/apni/2896114","Desmodium intortum","Fabaceae",,"Desmodium intortum Urb.","33170","Desmodium intortum","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Desmodium scorpiurus (Sw.) Desv.","https://id.biodiversity.org.au/node/apni/2898742","Desmodium scorpiurus","Fabaceae",,"Desmodium scorpiurus (Sw.) Desv.","33199","Desmodium scorpiurus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Desmodium strigillosum Schindl.","https://id.biodiversity.org.au/node/apni/2906515","Desmodium strigillosum","Fabaceae",,"Desmodium strigillosum Schindl.","33213","Desmodium strigillosum","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Desmodium tortuosum (Sw.) DC.","https://id.biodiversity.org.au/node/apni/2888434","Desmodium tortuosum","Fabaceae",,"Desmodium tortuosum (Sw.) DC.","33215","Desmodium tortuosum","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Desmodium uncinatum (Jacq.) DC.","https://id.biodiversity.org.au/node/apni/2906388","Desmodium uncinatum","Fabaceae",,"Desmodium uncinatum (Jacq.) DC.","33267","Desmodium uncinatum","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Dichrostachys cinerea (L.) Wight & Arn.","https://id.biodiversity.org.au/node/apni/2909290","Dichrostachys cinerea","Fabaceae",,"Dichrostachys cinerea (L.) Wight & Arn.","33647","Dichrostachys cinerea","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Dipogon lignosus (L.) Verdc.","https://id.biodiversity.org.au/node/apni/2898321","Dipogon lignosus","Fabaceae",,"Dipogon lignosus (L.) Verdc.","34596","Dipogon lignosus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Dorycnium rectum Ser.","https://id.biodiversity.org.au/node/apni/2917347","Dorycnium rectum","Fabaceae",,"Dorycnium rectum Ser.","34894","Dorycnium rectum","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Echinospartum horridum (Vahl) Rothm.",,,,,"Echinospartum horridum (Vahl) Rothm.","35940","Echinospartum horridum","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Erythrina acanthocarpa E.Mey.",,,,,"Erythrina acanthocarpa E.Mey.","39165","Erythrina acanthocarpa","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Erythrina crista-galli L.","https://id.biodiversity.org.au/node/apni/2895344","Erythrina crista-galli","Fabaceae",,"Erythrina crista-galli L.","39169","Erythrina crista-galli","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Erythrina sykesii Barneby & Krukoff","https://id.biodiversity.org.au/node/apni/2906385","Erythrina x sykesii","Fabaceae",,"Erythrina sykesii Barneby & Krukoff","39193","Erythrina sykesii","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Flemingia macrophylla (Willd.) Kuntze ex Merr.","https://id.biodiversity.org.au/node/apni/2919772","Flemingia macrophylla","Fabaceae",,"Flemingia macrophylla (Willd.) Kuntze ex Merr.","42057","Flemingia macrophylla","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Genista canariensis L.","https://id.biodiversity.org.au/node/apni/2899214","Genista monspessulana","Fabaceae",,"Genista canariensis L.","43606","Genista canariensis","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Genista linifolia L.","https://id.biodiversity.org.au/node/apni/2910909","Genista linifolia","Fabaceae",,"Genista linifolia L.","43612","Genista linifolia","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","INVASIVE","ALIEN","SPECIES","PRESENT"
"Genista monspessulana (L.) L.A.S.Johnson","https://id.biodiversity.org.au/node/apni/2899214","Genista monspessulana","Fabaceae",,"Genista monspessulana (L.) L.A.S.Johnson","43617","Genista monspessulana","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","INVASIVE","ALIEN","SPECIES","PRESENT"
"Genista stenopetala Webb & Berthel.","https://id.biodiversity.org.au/node/apni/7231679","Genista stenopetala","Fabaceae",,"Genista stenopetala Webb & Berthel.","43633","Genista stenopetala","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Gleditsia triacanthos L.","https://id.biodiversity.org.au/node/apni/2895256","Gleditsia triacanthos","Fabaceae",,"Gleditsia triacanthos L.","44216","Gleditsia triacanthos","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Gliricidia sepium (Jacq.) Walp.","https://id.biodiversity.org.au/node/apni/2905341","Gliricidia sepium","Fabaceae",,"Gliricidia sepium (Jacq.) Walp.","44275","Gliricidia sepium","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Glycine max (L.) Merr.","https://id.biodiversity.org.au/node/apni/2886557","Glycine max","Fabaceae",,"Glycine max (L.) Merr.","44485","Glycine max","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Glycyrrhiza glabra L.","https://id.biodiversity.org.au/node/apni/2908915","Glycyrrhiza glabra","Fabaceae",,"Glycyrrhiza glabra L.","44517","Glycyrrhiza glabra","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Haematoxylum campechianum L.","https://id.biodiversity.org.au/node/apni/2900438","Haematoxylum campechianum","Fabaceae",,"Haematoxylum campechianum L.","45550","Haematoxylum campechianum","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Hedysarum coronarium L.","https://id.biodiversity.org.au/node/apni/2892168","Hedysarum coronarium","Fabaceae",,"Hedysarum coronarium L.","46035","Hedysarum coronarium","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Indigofera arrecta Hochst. ex A.Rich.","https://id.biodiversity.org.au/node/apni/2913879","Indigofera arrecta","Fabaceae",,"Indigofera arrecta Hochst. ex A.Rich.","49865","Indigofera arrecta","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Indigofera circinella Baker f.","https://id.biodiversity.org.au/node/apni/2900063","Indigofera circinella","Fabaceae",,"Indigofera circinella Baker f.","49868","Indigofera circinella","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Indigofera cordifolia Roth","https://id.biodiversity.org.au/node/apni/2887429","Indigofera cordifolia","Fabaceae",,"Indigofera cordifolia Roth","49870","Indigofera cordifolia","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Indigofera decora Lindl.","https://id.biodiversity.org.au/node/apni/2896998","Indigofera decora","Fabaceae",,"Indigofera decora Lindl.","49872","Indigofera decora","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Indigofera glandulosa J.C.Wendl.","https://id.biodiversity.org.au/node/apni/2901581","Indigofera glandulosa","Fabaceae",,"Indigofera glandulosa J.C.Wendl.","49877","Indigofera glandulosa","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Indigofera oblongifolia Forssk.","https://id.biodiversity.org.au/node/apni/2910863","Indigofera oblongifolia","Fabaceae",,"Indigofera oblongifolia Forssk.","49903","Indigofera oblongifolia","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Indigofera suffruticosa Mill.","https://id.biodiversity.org.au/node/apni/2911631","Indigofera suffruticosa","Fabaceae",,"Indigofera suffruticosa Mill.","49923","Indigofera suffruticosa","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Indigofera tinctoria L.","https://id.biodiversity.org.au/node/apni/2897421","Indigofera tinctoria","Fabaceae",,"Indigofera tinctoria L.","49968","Indigofera tinctoria","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Inga edulis Mart.","NZOR-6-130303","Inga ynga","Fabaceae",,"Inga edulis Mart.","50007","Inga edulis","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Kummerowia striata (Thunb. ex Murray) Schindl.","https://id.biodiversity.org.au/node/apni/2912896","Kummerowia striata","Fabaceae",,"Kummerowia striata (Thunb. ex Murray) Schindl.","52167","Kummerowia striata","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lablab purpureus (L.) Sweet","https://id.biodiversity.org.au/node/apni/2895812","Lablab purpureus","Fabaceae",,"Lablab purpureus (L.) Sweet","52271","Lablab purpureus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lathyrus angulatus L.","https://id.biodiversity.org.au/node/apni/2891877","Lathyrus angulatus","Fabaceae",,"Lathyrus angulatus L.","53217","Lathyrus angulatus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lathyrus aphaca L.","https://id.biodiversity.org.au/instance/apni/766749","Lathyrus aphaca","Fabaceae",,"Lathyrus aphaca L.","53227","Lathyrus aphaca","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lathyrus latifolius L.","https://id.biodiversity.org.au/node/apni/2919218","Lathyrus latifolius","Fabaceae",,"Lathyrus latifolius L.","53285","Lathyrus latifolius","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lathyrus nissolia L.","https://id.biodiversity.org.au/node/apni/2915814","Lathyrus nissolia","Fabaceae",,"Lathyrus nissolia L.","53305","Lathyrus nissolia","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lathyrus odoratus L.","https://id.biodiversity.org.au/node/apni/2911967","Lathyrus odoratus","Fabaceae",,"Lathyrus odoratus L.","53317","Lathyrus odoratus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lathyrus sativus L.","https://id.biodiversity.org.au/node/apni/2916174","Lathyrus sativus","Fabaceae",,"Lathyrus sativus L.","53349","Lathyrus sativus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lathyrus sphaericus Retz.","https://id.biodiversity.org.au/node/apni/2891462","Lathyrus sphaericus","Fabaceae",,"Lathyrus sphaericus Retz.","53377","Lathyrus sphaericus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lathyrus sylvestris L.","NZOR-6-98549","Lathyrus sylvestris","Fabaceae",,"Lathyrus sylvestris L.","53382","Lathyrus sylvestris","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lathyrus tingitanus L.","https://id.biodiversity.org.au/node/apni/2895995","Lathyrus tingitanus","Fabaceae",,"Lathyrus tingitanus L.","53385","Lathyrus tingitanus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lessertia frutescens (L.) Goldblatt & J.C.Manning","https://id.biodiversity.org.au/node/apni/2894632","Lessertia frutescens","Fabaceae",,"Lessertia frutescens (L.) Goldblatt & J.C.Manning","54675","Lessertia frutescens","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Leucaena leucocephala (Lam.) de Wit","https://id.biodiversity.org.au/node/apni/2909789","Leucaena leucocephala","Fabaceae",,"Leucaena leucocephala (Lam.) de Wit","54739","Leucaena leucocephala","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lotononis bainesii Baker","https://id.biodiversity.org.au/node/apni/2904277","Lotononis bainesii","Fabaceae",,"Lotononis bainesii Baker","56808","Lotononis bainesii","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lotus angustissimus L.","https://id.biodiversity.org.au/node/apni/2886127","Lotus angustissimus","Fabaceae",,"Lotus angustissimus L.","56810","Lotus angustissimus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lotus corniculatus L.","https://id.biodiversity.org.au/node/apni/2921302","Lotus corniculatus","Fabaceae",,"Lotus corniculatus L.","56819","Lotus corniculatus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lotus creticus L.","https://id.biodiversity.org.au/node/apni/2913765","Lotus creticus","Fabaceae",,"Lotus creticus L.","56836","Lotus creticus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lotus pedunculatus Cav.","https://id.biodiversity.org.au/node/apni/2893227","Lotus uliginosus","Fabaceae",,"Lotus pedunculatus Cav.","56848","Lotus pedunculatus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lotus preslii Ten.","https://id.biodiversity.org.au/node/apni/2897956","Lotus preslii","Fabaceae",,"Lotus preslii Ten.","56855","Lotus preslii","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lotus subbiflorus Lag.","https://id.biodiversity.org.au/node/apni/2893373","Lotus subbiflorus","Fabaceae",,"Lotus subbiflorus Lag.","56857","Lotus subbiflorus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lotus tenuis Waldst. & Kit.","https://id.biodiversity.org.au/node/apni/2916532","Lotus tenuis","Fabaceae",,"Lotus tenuis Waldst. & Kit.","56862","Lotus tenuis","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lotus tetragonolobus L.","https://id.biodiversity.org.au/node/apni/2918742","Lotus tetragonolobus","Fabaceae",,"Lotus tetragonolobus L.","56867","Lotus tetragonolobus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lupinus albus L.","https://id.biodiversity.org.au/node/apni/2912868","Lupinus albus","Fabaceae",,"Lupinus albus L.","57154","Lupinus albus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lupinus angustifolius L.","https://id.biodiversity.org.au/node/apni/2904899","Lupinus angustifolius","Fabaceae",,"Lupinus angustifolius L.","57169","Lupinus angustifolius","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lupinus arboreus Sims","https://id.biodiversity.org.au/node/apni/2918301","Lupinus arboreus","Fabaceae",,"Lupinus arboreus Sims","57185","Lupinus arboreus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lupinus luteus L.","https://id.biodiversity.org.au/node/apni/2905194","Lupinus luteus","Fabaceae",,"Lupinus luteus L.","57194","Lupinus luteus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Lupinus pilosus L.","https://id.biodiversity.org.au/node/apni/2907836","Lupinus pilosus","Fabaceae",,"Lupinus pilosus L.","57223","Lupinus pilosus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
