taxonConceptID,count,electorate,electorate_spp,electorate_sum,z_species,z_electorate,z_sum,rank,phylum,class,order,family,species,vernacular_name,state,image_author,image_licence,image_url,image_filename
urn:lsid:biodiversity.org.au:afd.taxon:bc413b0b-abd6-48c6-bc56-0606c18354db,592,Mallee,2999,169916,1.643472807,3.533064781,5.176537588,species,Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala inornata,Gilbert's Whistler,VIC,,,,
urn:lsid:biodiversity.org.au:afd.taxon:7f3f49fb-b2f3-4696-8207-c4d2ee769424,1517,Maranoa,2900,199806,2.061147367,4.834860556,6.896007923,species,Chordata,Aves,Passeriformes,Monarchidae,Myiagra inquieta,Restless Flycatcher,QLD,,,,
urn:lsid:biodiversity.org.au:afd.taxon:b77e1af2-85ec-4d71-b6ce-cb46608e1536,128,Maribyrnong,674,15971,0.411871531,3.138737389,3.55060892,species,Chordata,Aves,Passeriformes,Cisticolidae,Cisticola exilis,Golden-headed Cisticola,VIC,,,,
urn:lsid:biodiversity.org.au:afd.taxon:44f8629d-8ed7-447a-8657-b628b24added,175,Mayo,3070,92405,2.761714661,3.445135995,6.206850655,species,Chordata,Reptilia,Squamata,Scincidae,Lampropholis guichenoti,Pale-flecked Garden Sunskink,SA,,,,
urn:lsid:biodiversity.org.au:afd.taxon:891834b7-8219-4f43-abd6-b20a067253bb,766,McEwen,1756,43923,0.93248739,2.335271563,3.267758953,species,Chordata,Aves,Passeriformes,Meliphagidae,Caligavis chrysops,Yellow-faced Honeyeater,VIC,,,,
urn:lsid:biodiversity.org.au:afd.taxon:8169c034-7064-456c-a777-ce8ba705ea35,42,McMahon,505,2201,-1.150009076,3.048784222,1.898775146,species,Chordata,Aves,Passeriformes,Artamidae,Strepera graculina,Pied Currawong,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:4ee5e372-dd7c-4c03-acb8-0f041468db76,218,McPherson,921,14397,-0.021190222,3.289096733,3.267906511,species,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax sulcirostris,Little Black Cormorant,QLD,,,,
urn:lsid:biodiversity.org.au:afd.taxon:5da8abb3-75e5-460a-933d-c0918d49dc11,209,Melbourne,1102,58508,1.661676434,2.565821023,4.227497457,species,Chordata,Aves,Falconiformes,Accipitridae,Accipiter cirrocephalus,Collared Sparrowhawk,VIC,,,,
urn:lsid:biodiversity.org.au:afd.taxon:285bf48d-0b9b-4575-aec9-60b7d05483e8,612,Menzies,1605,20386,0.329963603,2.044700591,2.374664195,species,Chordata,Aves,Passeriformes,Meliphagidae,Anthochaera carunculata,Red wattlebird,VIC,,,,
urn:lsid:biodiversity.org.au:afd.taxon:417895d7-610a-4255-b1fd-60a55e39c1dc,20,Mitchell,621,6593,0.533199106,2.966260448,3.499459554,species,Chordata,Reptilia,Squamata,Scincidae,Eulamprus quoyii,Eastern Water-skink,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:a544d198-058f-43f6-b79d-108a812ae101,27,Monash,3056,88692,1.119202119,3.199017278,4.318219396,species,Chordata,Actinopterygii,Perciformes,Percichthyidae,Nannoperca australis,Southern Pigmy Perch,VIC,,,,
urn:lsid:biodiversity.org.au:afd.taxon:803a6245-e23d-444c-a2ac-4b8a09e69c3a,183,Moncrieff,767,12375,0.306141669,3.301672704,3.607814373,species,Chordata,Aves,Charadriiformes,Laridae,Thalasseus bergii,Crested Tern,QLD,,,,
urn:lsid:biodiversity.org.au:afd.taxon:fb435306-1f8a-4eb1-bb0e-d8d45d06c326,12,Moore,673,14347,2.483279766,1.777728692,4.261008458,species,Chordata,Actinopterygii,Tetraodontiformes,Aracanidae,Aracana aurita,Shaws Cowfish,WA,,,,
urn:lsid:biodiversity.org.au:afd.taxon:9e797cd8-e8a0-40ed-a2a6-6abecff8e21f,137,Moreton,2934,139493,0.745455616,3.603072158,4.348527774,species,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus grallarius,Bush Stone-curlew,QLD,,,,
urn:lsid:biodiversity.org.au:afd.taxon:00b1b9a2-70c9-45be-8019-9c7fd755afc8,3173,New England,3228,129468,2.836104758,2.367219715,5.203324473,species,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus vulpecula,Common Brushtail Possum,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:21ab21e4-5cd7-4e68-9268-1b6db1a9c3aa,344,Newcastle,1479,36900,1.108860483,2.671929829,3.780790312,species,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius madagascariensis,Eastern curlew,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:8a42d117-54c1-4c26-8d2d-2d097e731c69,2284,Nicholls,1795,80167,1.333432624,2.74802891,4.081461534,species,Chordata,Aves,Passeriformes,Meliphagidae,Ptilotula penicillata,White-plumed Honeyeater,VIC,,,,
urn:lsid:biodiversity.org.au:afd.taxon:e8e1bff1-fc7f-47a4-80fe-52360fed6017,14,North Sydney,1055,10786,1.913882007,2.485014615,4.398896622,species,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Tetractenos hamiltoni,Common Toadfish,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:597261d9-ba8a-499e-a83c-fa19f774a5a3,825,O'Connor,2945,97020,2.039635997,2.521119725,4.560755722,species,Chordata,Aves,Psittaciformes,Psittacidae,Neophema elegans,Elegant Parrot,WA,,,,
urn:lsid:biodiversity.org.au:afd.taxon:49a2d3a7-266e-400a-9167-fa73ef518e02,137,Oxley,963,30974,0.057418276,2.618297359,2.675715635,species,Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala pectoralis,Golden Whistler,QLD,,,,
urn:lsid:biodiversity.org.au:afd.taxon:8db28e18-e424-4a04-b12f-f00e1256b136,27,Page,5735,81547,2.053446589,3.159456865,5.212903454,species,Chordata,Aves,Columbiformes,Columbidae,Chalcophaps indica,Emerald Dove,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:00a94dc7-fc59-4396-afe8-aecdf26389e2,75,Parkes,1535,191670,2.028822178,3.170865365,5.199687543,species,Chordata,Reptilia,Squamata,Diplodactylidae,Diplodactylus vittatus,Wood Gecko,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:d78e0837-9d10-4691-bc7d-90ea82260fa6,379,Parramatta,545,10359,0.437514112,1.910256532,2.347770644,species,Chordata,Aves,Passeriformes,Corvidae,Corvus coronoides,Australian Raven,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:680ad7a7-a5fc-4e69-872d-16f8711238ac,19,Paterson,1616,34403,2.911921167,3.057537576,5.969458743,species,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Neotrygon trigonoides,Coral Sea Maskray,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:232c168e-2460-481e-bfe0-5c32eadaded6,53,Pearce,537,6796,0.352247561,2.907435208,3.259682769,species,Chordata,Aves,Passeriformes,Meliphagidae,Phylidonyris niger,White-cheeked Honeyeater,WA,,,,
urn:lsid:biodiversity.org.au:afd.taxon:c54cb861-a0e4-4c41-9a69-7241d9a4fc21,628,Perth,817,28376,0.345167576,3.139370622,3.484538198,species,Chordata,Aves,Ciconiiformes,Threskiornithidae,Threskiornis moluccus,Australian White Ibis,WA,,,,
urn:lsid:biodiversity.org.au:afd.taxon:dfe138fb-ac1e-492b-ad0a-b47b3b273058,1027,Petrie,1370,75352,0.70762749,3.106393886,3.814021376,species,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura albiscapa,Grey Fantail,QLD,,,,
urn:lsid:biodiversity.org.au:afd.taxon:f6edc452-91de-4ab0-9cf6-49ca23b82995,27,Rankin,856,11170,0.500888767,2.005304825,2.506193592,species,Chordata,Aves,Falconiformes,Accipitridae,Lophoictinia isura,Square-tailed Kite,QLD,,,,
urn:lsid:biodiversity.org.au:afd.taxon:0f1578f0-608d-4035-bdb0-640708b73d46,62,Reid,817,26591,2.08192798,2.273070143,4.354998123,species,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus himantopus,Pied Stilt,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:8472dd02-e960-4c15-8b06-5e3156c7b0c0,12,Richmond,3629,97363,2.336876027,3.446067422,5.782943449,species,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera novaeangliae,humpback whale,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:819ab778-a0c6-4b32-a676-b9d25ba6cc4e,874,Riverina,913,61092,0.857783062,3.115620191,3.973403253,species,Chordata,Aves,Passeriformes,Artamidae,Cracticus nigrogularis,Pied Butcherbird,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:6f6cb7fc-ce1d-4e82-93af-7f80cefc77ec,51,Robertson,1674,18303,0.056674869,2.401956798,2.458631667,species,Chordata,Aves,Passeriformes,Menuridae,Menura novaehollandiae,Superb Lyrebird,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:4fa32dcd-7530-4236-8e94-2858ff48f605,797,Ryan,2558,145839,1.137368009,3.72867264,4.866040649,species,Chordata,Aves,Cuculiformes,Centropodidae,Centropus phasianinus,Pheasant Coucal,QLD,,,,
urn:lsid:biodiversity.org.au:afd.taxon:cfcc7058-47fa-4407-b0a0-e4246bea0368,86,Scullin,371,36649,0.814143483,2.835401892,3.649545374,species,Chordata,Aves,Anseriformes,Anatidae,Oxyura australis,Blue-billed duck,VIC,,,,
urn:lsid:biodiversity.org.au:afd.taxon:a244509e-6a8c-4011-a26a-cbfecb625e7e,19,Shortland,1110,17643,1.967986184,2.568304899,4.536291083,species,Chordata,Actinopterygii,Perciformes,Carangidae,Seriola hippos,Kingy,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:bc592487-c9b3-4139-ac20-2ed97c19b6d2,274,Solomon,964,72625,1.450649224,3.702581579,5.153230803,species,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius mongolus,Lesser Sand Plover,NT,,,,
urn:lsid:biodiversity.org.au:afd.taxon:f874a368-aa4d-487b-84a5-30fe43878b08,37,Spence,887,5565,0.379282145,3.257980127,3.637262272,species,Chordata,Aves,Charadriiformes,Laridae,Chlidonias hybrida,whiskered tern,SA,,,,
urn:lsid:biodiversity.org.au:afd.taxon:7065d246-3017-4768-9c8f-8c58c0e538c1,2339,Sturt,935,10076,2.349592483,1.971815041,4.321407523,species,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus poliocephalus,Grey-headed Flying-fox,SA,,,,
urn:lsid:biodiversity.org.au:afd.taxon:4617f00e-6076-40ea-97a7-1687416b8ec1,110,Swan,495,16321,1.730910299,2.460339075,4.191249374,species,Chordata,Aves,Passeriformes,Meliphagidae,Anthochaera lunulata,Western Wattlebird,WA,,,,
urn:lsid:biodiversity.org.au:afd.taxon:016c6ee5-52f3-46a2-9a9c-bebc8461418a,11,Sydney,1175,20715,1.421199733,2.661380354,4.082580088,species,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma neglecta,Kermadec Petrel,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:755d948d-8b77-4f9b-8f96-d4856c551d7d,254,Tangney,682,11790,-0.703102838,2.830923502,2.127820664,species,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo neoxena,Welcome Swallow,WA,,,,
urn:lsid:biodiversity.org.au:afd.taxon:6c14d4ed-b27c-419d-a685-070795ec32e3,455,Wannon,2913,109992,1.480341087,2.926410326,4.406751414,species,Chordata,Aves,Falconiformes,Accipitridae,Circus approximans,Kahu,VIC,,,,
urn:lsid:biodiversity.org.au:afd.taxon:22772c0f-b270-447c-9063-557e7b411f1e,12,Warringah,2348,32246,2.125799425,2.619712492,4.745511917,species,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Myliobatis tenuicaudatus,Eagle Ray,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:052889ce-bdeb-4ee6-8208-edcc062c2119,52,Watson,460,3342,-0.024836256,2.000303628,1.975467372,species,Chordata,Aves,Passeriformes,Meliphagidae,Myzomela sanguinolenta,Scarlet Honeyeater,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:39c22a1e-e7fa-408a-b7e8-f9a2001889fb,35,Wentworth,1017,33993,1.634446116,3.753066325,5.387512442,species,Chordata,Reptilia,Testudines,Chelidae,Emydura macquarii,Murray Turtle,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:78d80a58-c9ee-42d4-a0e1-c43bcccf9d56,18,Werriwa,401,1643,0.397604723,2.872863901,3.270468623,species,Chordata,Reptilia,Squamata,Scincidae,Tiliqua scincoides,Eastern Blue-tongue,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:afed9681-a273-41b6-95e5-9f11ad4bff71,15,Whitlam,1082,68249,1.095986177,2.819112037,3.915098214,species,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus darlingtoni,Large Forest Bat,NSW,,,,
urn:lsid:biodiversity.org.au:afd.taxon:492e2fe8-32e7-4cea-8337-c48d0c98a11e,1381,Wide Bay,3863,91247,1.335507664,3.203583166,4.53909083,species,Chordata,Aves,Passeriformes,Meliphagidae,Anthochaera chrysoptera,Little Wattlebird,QLD,,,,
urn:lsid:biodiversity.org.au:afd.taxon:d044f2c3-32ec-4c34-9740-3f8a723c0c5b,450,Wills,534,13692,0.221616309,2.915574626,3.137190935,species,Chordata,Aves,Passeriformes,Artamidae,Cracticus torquatus,Grey Butcherbird,VIC,,,,
urn:lsid:biodiversity.org.au:afd.taxon:6e8f4c65-4fae-4954-a4a8-cb8964176882,645,Wright,4072,119358,0.979239401,3.470433293,4.449672694,species,Chordata,Aves,Passeriformes,Estrildidae,Stizoptera bichenovii,Double-barred Finch,QLD,,,,
